id,Title,Authors,Keywords,Published Year,Journal,DOI,States,Cities,Geography Keywords,Citation
867,Neighborhood social vulnerability is associated with major adverse cardiovascular events and deaths among patients hospitalized with covid-19: An analysis of the aha covid-19 cardiovascular disease registry,"Islam, S.; Malla, G.; Tian, W.; Song, Y.; S. Kazi D; Nayak, A.; Mehta, A.; Ko, Y. A.; Quyyumi, A. A.; Yeh, R. W.; Goyal, A.; Wadhera, R.",adult; all cause mortality; cardiogenic shock; cerebrovascular accident; clinical evaluation; cohort analysis; comorbidity; conference abstract; controlled study; coronavirus disease 2 19; demography; disease control; disease registry; ethnicity; female; hospital patient; human; in-hospital mortality; insurance; major adverse cardiac event; major clinical study; male; medical society; middle aged; multicenter study; neighborhood; race; Social Vulnerability Index,2021,Circulation. Conference: American Hearts Association's,10.1161/circ.144.suppl_1.11078,NA,NA,Neighborhood Community,"Islam, S., Malla, G., Tian, W., Song, Y., Kazi, D. S., Nayak, A., Mehta, A., Ko, Y.-A., Quyyumi, A. A., Yeh, R. W., Goyal, A., & Wadhera, R. (2021). Abstract 11078: Neighborhood Social Vulnerability is Associated with Major Adverse Cardiovascular Events and Deaths Among Patients Hospitalized with Covid-19: An Analysis of the Aha Covid-19 Cardiovascular Disease Registry. Circulation, 144(Suppl_1). https://doi.org/10.1161/circ.144.suppl_1.11078"
868,Ecological analysis of the temporal trends in the association of social vulnerability and race/ethnicity with county-level covid-19 incidence and outcomes in the United States,"Islam, S.; Nayak, A.; Hu, Y.; Mehta, A.; Dieppa, K.; Almuwaqqat, Z.; Ko, Y. A.; Patel, S.; Goyal, A.; Sullivan, S.; Lewis, T.; Vaccarino, V.; Morris, A. A.; Quyyumi, A. A.",adult; adverse outcome; Black person; comorbidity; conference abstract; controlled study; coronavirus disease 2 19; disaster; environmental factor; ethnicity; female; human; incidence; infection rate; major clinical study; male; mortality; resident; Social Vulnerability Index; spring; trend study; United States; winter,2021,Circulation. Conference: American Hearts Association's,10.1161/circ.144.suppl-1.12208,NA,NA,County State,"Islam SJ, Nayak A, Hu Y, Mehta A, Dieppa K, Almuwaqqat Z, Ko YA, Patel SA, Goyal A, Sullivan S, Lewis TT, Vaccarino V, Morris AA, Quyyumi AA. Ecological Analysis of the Temporal Trends in the Association of Social Vulnerability and Race/Ethnicity with County-Level COVID-19 Incidence and Outcomes in the United States. medRxiv [Preprint]. 2021 Jun 7:2021.06.04.21258355. doi: 10.1101/2021.06.04.21258355. Update in: BMJ Open. 2021 Jul 22;11(7):e048086. PMID: 34127982; PMCID: PMC8202439."
869,The impact of social determinants of health and race disparities in heart transplant long-term survival,"Alnajar, A.; Blackstone, E. H.; Reis, I. M.; Dar, T. A.; Callahan, C.; Rana, A.; Palacio, A. M.; Rao, J. S.",adult; algorithm; comorbidity; conference abstract; controlled study; crime; demography; female; graft failure; health care access; health literacy; heart graft; human; insurance; long term survival; major clinical study; male; race; social determinants of health; social isolation; social support; Social Vulnerability Index; statistical significance; surgery; endogenous compound; optineurin,2021,Circulation. Conference: American Hearts Association's,10.1161/circ.144.suppl-1.12875,NA,NA,NA,"Alnajar, Ahmed & Blackstone, Eugene & Reis, Isildinha & Dar, Tawseef & Callahan, Connor & Rana, Abbas & Palacio, Ana & Rao, J. (2021). Abstract 12875: The Impact of Social Determinants of Health and Race Disparities in Heart Transplant Long-Term Survival. Circulation. 144. 10.1161/circ.144.suppl_1.12875."
870,County-Level Social Vulnerability si Associated With Higher Rates of Vascular Amputations in Florida,"Shah, K. B.; Elzeneini, M.; Shah, S.; Strong, A.; Li, Y.; Aranda, J.; Winchester, D. E.; Guo, Y.; Pepine, C.; Berceli, S. A.",adult; adverse outcome; amputation; ancestry group; conference abstract; controlled study; Florida; hospital charge; hospital patient; hospital readmission; hospitalization; human; in-hospital mortality; length of stay; outcome assessment; peripheral occlusive artery disease; race; regression model; social status; Social Vulnerability Index; surgery,2022,Circulation. Conference: American Heart Association's,10.1161/circ.146.suppl_1.11498,Florida,NA,County State,"Shah, K. B., Elzeneini, M., Shah, S., Strong, A., Li, Y., Aranda, J., Winchester, D. E., Guo, Y., Pepine, C., & Berceli, S. A. (2022). Abstract 11498: County-Level Social Vulnerability si Associated With Higher Rates of Vascular Amputations in Florida. Circulation, 146(Suppl_1). https://doi.org/10.1161/circ.146.suppl_1.11498"
871,Social Vulnerability and Cardiometabolic Risk Factors in Pregnant Women in the United States,"Harris, K.; Reed, J.; Dong, T.; Al-Kindi, S.",adult; cardiometabolic risk; cardiometabolic risk factor; conference abstract; controlled study; cross-sectional study; disability; female; household; housing; human; hypertension; language; live birth; maternal hypertension; mortality; obesity; pregnancy; pregnancy diabetes mellitus; pregnant woman; prevalence; risk assessment; social determinants of health; Social Vulnerability Index; tobacco use; United States,2022,Circulation. Conference: American Heart Association's,10.1161/circ.146.suppl_1.12219,NA,NA,County,"Harris, K., Reed, J., Dong, T., & Al-Kindi, S. (2022). Abstract 12219: Social Vulnerability and Cardiometabolic Risk Factors in Pregnant Women in the United States. Circulation, 146(Suppl_1). https://doi.org/10.1161/circ.146.suppl_1.12219"
872,Higher Social Vulnerability Index is Associated With Increased Mortality Following Cardiac Arrest,"Chobufo, M. D.; Rahman, E.; Mbome, Y.; Gabriel, A.; Mahtani, A.; Atti, V.; Balla, S.",adult; cause of death; conference abstract; controlled study; disease control; female; heart arrest; human; icd-1 ; major clinical study; male; mortality; mortality rate; regression model; Social Vulnerability Index; software,2022,Circulation. Conference: American Heart Association's,10.1161/circ.146.suppl_1.13753,NA,NA,Tract County Community,"Chobufo, M. D., Rahman, E., Mbome, Y., Gabriel, A., Mahtani, A., Atti, V., & balla,  sudarshan. (2022). Abstract 13753: Higher Social Vulnerability Index is Associated With Increased Mortality Following Cardiac Arrest. Circulation, 146(Suppl_1). https://doi.org/10.1161/circ.146.suppl_1.13753"
873,Higher Social Vulnerability Index is Associated With Higher Risk of Mortality Following Acute Myocardial Infarction in the USA,"Chobufo, M. D.; Rahman, E.; Agbor, N.; Sattar, Y.; Alharbi, A.; Gonuguntla, K.; Mbome, Y.; Balla, S.",acute heart infarction; controlled study; disease control; icd-1 ; major clinical study; mortality rate; mortality risk; regression model; Social Vulnerability Index,2022,Circulation. Conference: American Heart Association's,10.1161/circ.146.suppl_1.13893,NA,NA,Tract County Community,"Chobufo, M. D., Rahman, E., Agbor, N., sattar,  yasar, Alharbi, A., Gonuguntla, K., Mbome, Y., & balla,  sudarshan. (2022). Abstract 13893: Higher Social Vulnerability Index is Associated With Higher Risk of Mortality Following Acute Myocardial Infarction in the USA. Circulation, 146(Suppl_1). https://doi.org/10.1161/circ.146.suppl_1.13893"
874,Associations of Social Determinants of Health With Pulmonary Hypertension Severity and Reported Quality of Life,"Aronson, B.; Humpal, C.; Anguiano, R. H.; Fraidenburg, D. R.",adult; echocardiography; exhaustion; heart right atrium pressure; Illinois; longitudinal study; major clinical study; medically uninsured; perception; personal experience; pulmonary hypertension; quality of life; social determinants of health; Social Vulnerability Index; tricuspid valve,2022,Circulation. Conference: American Heart Association's,10.1161/circ.146.suppl_1.14134,Illinois,Chicago,Community,"Aronson, B., Humpal, C., Anguiano, R. H., & Fraidenburg, D. R. (2022). Abstract 14134: Associations of Social Determinants of Health With Pulmonary Hypertension Severity and Reported Quality of Life. Circulation, 146(Suppl_1). https://doi.org/10.1161/circ.146.suppl_1.14134"
875,Neighborhood Social Vulnerability Predicts Cardiovascular Disease Outcomes Through Pro-Inflammatory Risk Factors,"Almuwaqqat, Z.; Nayak, A.; Martini, M. A.; Islam, S.; Ejaz, K.; Alras, Z.; Alkhoder, A. A.; Mehta, A.; Ko, Y. A.; Sperling, L.; Quyyumi, A. A.",adult; adverse outcome; biobank; body mass; cardiovascular disease; cardiovascular mortality; census tract; conference abstract; controlled study; diabetes mellitus; disease control; female; follow up; gene expression; heart failure; heart infarction; human; human tissue; hypertension; inflammation; kidney function; major clinical study; male; mediation analysis; middle aged; neighborhood; outcome assessment; protein blood level; race; risk assessment; risk factor; smoking; Social Vulnerability Index; acetylsalicylic acid; C reactive protein; endogenous compound; hydroxymethylglutaryl coenzyme A reductase inhibitor,2022,Circulation. Conference: American Heart Association's,10.1161/circ.146.suppl_1.15192,NA,NA,Tract Neighborhood,"Almuwaqqat, Z., Nayak, A., Martini, M. A., Islam, S., Ejaz, K., Alras, Z., Alkhoder, A. A., Mehta, A., Ko, Y.-A., Sperling, L., & Quyyumi, A. A. (2022). Abstract 15192: Neighborhood Social Vulnerability Predicts Cardiovascular Disease Outcomes Through Pro-Inflammatory Risk Factors. Circulation, 146(Suppl_1). https://doi.org/10.1161/circ.146.suppl_1.15192"
876,Effect Of Covid-19 Mitigation On Resource Utilization And Rates Of Acute Myocardial Infarction In Areas Of Higher And Lower Socioeconomic Vulnerability,"Frantz, E.; Perzynski, A.; Wilson, L. D.; Piktel, J.",acute heart infarction; ambulatory care; conference abstract; controlled study; coronavirus disease; emergency health service; emergency ward; hospital admission; hospital planning; mitigation; outcome assessment; pandemic; resource management; retrospective study; social status; Social Vulnerability Index; telehealth,2022,Circulation. Conference: American Heart Association's,10.1161/circ.146.suppl_1.330,NA,NA,Urban,"Frantz, E., Perzynski, A., Wilson, L. D., & Piktel, J. (2022). Abstract 330: Effect Of Covid-19 Mitigation On Resource Utilization And Rates Of Acute Myocardial Infarction In Areas Of Higher And Lower Socioeconomic Vulnerability. Circulation, 146(Suppl_1). https://doi.org/10.1161/circ.146.suppl_1.330"
877,The Effect of Social Determinants on Cardiac Arrest and Pre-Arrest Care Patterns,"Dillan, M.; Curtis, K.; Wilson, L. D.; Piktel, J. S.","svi, social, patients, vulnerability, health, index, study, data, care, risk, outcomes, age, compared, analysis, patient, odds, conclusion, race, black, based, lower, population, access, included, low, result, white, significant, background",2023,Circulation. Conference: American Heart Association's,10.1161/circ.148.suppl_1.132,NA,NA ,NA,"Dillan, M.; Curtis, K.; Wilson, L. D.; Piktel, J. S. (2023). The Effect of Social Determinants on Cardiac Arrest and Pre-Arrest Care Patterns. Circulation. Conference: American Heart Association's, 148(Supplement 1). doi:https://dx.doi.org/10.1161/circ.148.suppl_1.132"
878,Home Monitoring and Unanticipated Interstage Readmissions: Evaluating the Impact of Neighborhood Social Vulnerability,"Shustak, R. J.; Faerber, J.; Stagg, A.; Ravishankar, C.; Mercer-Rosa, L.; Giglia, T. M.; Gardner, M. M.","svi, social, vulnerability, index, study, risk, outcomes, disease, age, association, compared, disparities, regression, analysis, conclusion, increased, adjusted, low, result, significant",2023,Circulation. Conference: American Heart Association's,10.1161/circ.148.suppl_1.13865,NA,NA ,NA,"Shustak, R. J.; Faerber, J.; Stagg, A.; Ravishankar, C.; Mercer-Rosa, L.; Giglia, T. M.; Gardner, M. M. (2023). Home Monitoring and Unanticipated Interstage Readmissions: Evaluating the Impact of Neighborhood Social Vulnerability. Circulation. Conference: American Heart Association's, 148(Supplement 1). doi:https://dx.doi.org/10.1161/circ.148.suppl_1.13865"
879,Neighborhood Environmental Burden and Cardiovascular Health in the United States,"Liu, M.; Patel, V. R.; Zheng, Z. N.; Wadhera, R. K.","svi, social, vulnerability, health, index, study, care, risk, factors, disease, age, rates, association, results, vulnerable, compared, regression, census, conclusion, based, access, adjusted, low, result, significant",2023,Circulation. Conference: American Heart Association's,10.1161/circ.148.suppl_1.14103,NA,NA ,NA,"Liu, M.; Patel, V. R.; Zheng, Z. N.; Wadhera, R. K. (2023). Neighborhood Environmental Burden and Cardiovascular Health in the United States. Circulation. Conference: American Heart Association's, 148(Supplement 1). doi:https://dx.doi.org/10.1161/circ.148.suppl_1.14103"
880,Association Between Social Vulnerability Index and Cardiovascular Disease Outcomes Among New York State Counties,"Negrete, E. G.; Chang, K. Y.; Li, C. C.; Thapar, R.; Din, A. T. U.; Pandya, P.; Chan, S. Y.; Abdu, M.; Parashar, A.; Chrzanowski, S. G.; Lee, Y. C.","svi, social, vulnerability, health, index, level, data, outcomes, mortality, status, disease, age, rates, association, vulnerable, counties, county, socioeconomic, regression, conclusion, based, low, result, significant",2023,Circulation. Conference: American Heart Association's,10.1161/circ.148.suppl_1.14868,New York,NA ,NA,"Negrete, E. G.; Chang, K. Y.; Li, C. C.; Thapar, R.; Din, A. T. U.; Pandya, P.; Chan, S. Y.; Abdu, M.; Parashar, A.; Chrzanowski, S. G.; Lee, Y. C. (2023). Association Between Social Vulnerability Index and Cardiovascular Disease Outcomes Among New York State Counties. Circulation. Conference: American Heart Association's, 148(Supplement 1). doi:https://dx.doi.org/10.1161/circ.148.suppl_1.14868"
881,Phenotyping Sub-Populations of Heart Failure Patients Based on Clinical and Social Determinants of Health Using Unsupervised Machine Learning Models,"Spinelli, K. J.; Fang Li, H.; Rider, D.; Abraham, J.; Spatz, E. S.; Huang, X.","svi, social, patients, vulnerability, health, index, study, care, risk, outcomes, mortality, factors, age, analysis, patient, conclusion, based, population, access, hispanic, included, low, result, white, background",2023,Circulation. Conference: American Heart Association's,10.1161/circ.148.suppl_1.15253,NA,NA ,NA,"Spinelli, K. J.; Fang Li, H.; Rider, D.; Abraham, J.; Spatz, E. S.; Huang, X. (2023). Phenotyping Sub-Populations of Heart Failure Patients Based on Clinical and Social Determinants of Health Using Unsupervised Machine Learning Models. Circulation. Conference: American Heart Association's, 148(Supplement 1). doi:https://dx.doi.org/10.1161/circ.148.suppl_1.15253"
882,Age-Adjusted Premature Cardiac Mortality Rate Among United States Counties by Social Vulnerability Index From 2018 to 2021,"Abouzid, M. R.; Ghanim, M.; Almohamad, M.; Alhasanat, O.; Khraisat, O.; Ebeidat, A.; Ebeidat, S.; Mofleh, D.","svi, social, vulnerability, health, level, study, data, mortality, disease, age, rates, association, vulnerable, counties, compared, county, regression, analysis, conclusion, population, adjusted, result, significant, background",2023,Circulation. Conference: American Heart Association's,10.1161/circ.148.suppl_1.15662,NA,NA ,NA,"Abouzid, M. R.; Ghanim, M.; Almohamad, M.; Alhasanat, O.; Khraisat, O.; Ebeidat, A.; Ebeidat, S.; Mofleh, D. (2023). Age-Adjusted Premature Cardiac Mortality Rate Among United States Counties by Social Vulnerability Index From 2018 to 2021. Circulation. Conference: American Heart Association's, 148(Supplement 1). doi:https://dx.doi.org/10.1161/circ.148.suppl_1.15662"
883,The Impact of Social Vulnerability on Aortic Arch Surgery,"Carroll, A. M.; Suarez-Pierre, A.; Shah, A.; Rove, J. Y.; Velopulos, C.; Aftab, M.; Reece, T. B.","svi, social, patients, vulnerability, index, level, study, risk, outcomes, mortality, status, age, rates, vulnerable, socioeconomic, regression, patient, conclusion, increased, lower, low, related, result, background",2023,Circulation. Conference: American Heart Association's,10.1161/circ.148.suppl_1.15937,NA,NA ,NA,"Carroll, A. M.; Suarez-Pierre, A.; Shah, A.; Rove, J. Y.; Velopulos, C.; Aftab, M.; Reece, T. B. (2023). The Impact of Social Vulnerability on Aortic Arch Surgery. Circulation. Conference: American Heart Association's, 148(Supplement 1). doi:https://dx.doi.org/10.1161/circ.148.suppl_1.15937"
884,Social Vulnerability Indices as a Measure for the Impact of Social Determinants of Health on SGLT2-i Prescriptions in Patients With HFrEF,"Puttur, A.; Kapcin, K.; Ta'ani, O. A.; Naser, A.; Shah, A.; Venkat, D.","svi, social, patients, vulnerability, health, level, study, data, care, outcomes, mortality, disease, age, association, vulnerable, compared, analysis, census, patient, conclusion, based, population, access, low, result, significant",2023,Circulation. Conference: American Heart Association's,10.1161/circ.148.suppl_1.18376,NA,NA ,NA,"Puttur, A.; Kapcin, K.; Ta'ani, O. A.; Naser, A.; Shah, A.; Venkat, D. (2023). Social Vulnerability Indices as a Measure for the Impact of Social Determinants of Health on SGLT2-i Prescriptions in Patients With HFrEF. Circulation. Conference: American Heart Association's, 148(Supplement 1). doi:https://dx.doi.org/10.1161/circ.148.suppl_1.18376"
885,Higher Social Vulnerability Was Associated With Less Community-Based Rehabilitation Utilization After Stroke,"Zhang, S.; Freburger, J.; Johnson, A. M.; Patterson, C.; Jones, S.","svi, social, patients, vulnerability, health, index, level, study, care, status, age, association, results, vulnerable, compared, analysis, census, patient, conclusion, lower, access, included, low, result, white, significant, background",2024,Circulation. Conference: American Heart Association's Epidemiology and Prevention/Lifestyle and Cardiometabolic Health,10.1161/circ.149.suppl_1.P388,North Carolina,NA ,NA,"Zhang, S.; Freburger, J.; Johnson, A. M.; Patterson, C.; Jones, S. (2024). Higher Social Vulnerability Was Associated With Less Community-Based Rehabilitation Utilization After Stroke. Circulation. Conference: American Heart Association's Epidemiology and Prevention/Lifestyle and Cardiometabolic Health, 149(Supplement 1). doi:https://dx.doi.org/10.1161/circ.149.suppl_1.P388"
886,"Social Risks, Glycemic Control and Elevated Blood Pressure Among Patients With Diabetes in the Ascension Health System","Howell, C. R.; Cherrington, A.; Watson, C.; Miller, C.; Jones, A.; Aloia, T.; Rice, E.; Conrad, B.; Garrett-Ray, S.; Fogel, R.; Masoudi, F. A.","svi, social, patients, vulnerability, health, index, level, data, care, risk, disease, age, association, census, patient, odds, conclusion, race, black, population, access, hispanic, related, result, background",2024,Circulation. Conference: American Heart Association's Epidemiology and Prevention/Lifestyle and Cardiometabolic Health,10.1161/circ.149.suppl-1.34,NA,NA ,NA,"Howell, C. R.; Cherrington, A.; Watson, C.; Miller, C.; Jones, A.; Aloia, T.; Rice, E.; Conrad, B.; Garrett-Ray, S.; Fogel, R.; Masoudi, F. A. (2024). Social Risks, Glycemic Control and Elevated Blood Pressure Among Patients With Diabetes in the Ascension Health System. Circulation. Conference: American Heart Association's Epidemiology and Prevention/Lifestyle and Cardiometabolic Health, 149(Supplement 1). doi:https://dx.doi.org/10.1161/circ.149.suppl-1.34"
887,Geospatially Varying Relationships of Green and Blue Spaces With Biomarkers of Stress and Cardiometabolic Risk in Racially and Ethnically Diverse Children,"De Brito, J. N.; Mu, L.; Tate, A. D.; Fertig, A.; Pereira, M. A.; Berge, J. M.","svi, social, vulnerability, health, index, level, study, data, risk, status, age, association, vulnerable, disparities, county, socioeconomic, regression, census, conclusion, access, result",2024,Circulation. Conference: American Heart Association's Epidemiology and Prevention/Lifestyle and Cardiometabolic Health,10.1161/circ.149.suppl-1.P104,Minnesota,"Minneapolis,St. Paul",NA,"De Brito, J. N.; Mu, L.; Tate, A. D.; Fertig, A.; Pereira, M. A.; Berge, J. M. (2024). Geospatially Varying Relationships of Green and Blue Spaces With Biomarkers of Stress and Cardiometabolic Risk in Racially and Ethnically Diverse Children. Circulation. Conference: American Heart Association's Epidemiology and Prevention/Lifestyle and Cardiometabolic Health, 149(Supplement 1). doi:https://dx.doi.org/10.1161/circ.149.suppl-1.P104"
888,County-Level Social Vulnerability is Associated With In-Hospital Death and Major Adverse Cardiovascular Events in Patients Hospitalized With COVID-19: An Analysis of the American Heart Association COVID-19 Cardiovascular Disease Registry,"Islam, S. J.; Malla, G.; Yeh, R. W.; Quyyumi, A. A.; Kazi, D. S.; Tian, W.; Song, Y.; Nayak, A.; Mehta, A.; Ko, Y. A.; de Lemos, J. A.; Rodriguez, F.; Goyal, A.; Wadhera, R. K.",Adult; American Heart Association; COVID-19[Diagnosis]; COVID-19; Cardiovascular Diseases[Diagnosis]; Cardiovascular Diseases[Epidemiology]; Cardiovascular Diseases[Therapy]; Cardiovascular Diseases; Ethnicity; Hospital Mortality; Humans; Middle Aged; Minority Groups; Pandemics; Registries; Social Vulnerability; United States[Epidemiology],2022,Circulation. Cardiovascular Quality & Outcomes,10.1161/CIRCOUTCOMES.121.008612,NA,NA,County State Community,"Islam, S. J., Malla, G., Yeh, R. W., Quyyumi, A. A., Kazi, D. S., Tian, W., Song, Y., Nayak, A., Mehta, A., Ko, Y.-A., de Lemos, J. A., Rodriguez, F., Goyal, A., & Wadhera, R. K. (2022). County-Level Social Vulnerability is Associated With In-Hospital Death and Major Adverse Cardiovascular Events in Patients Hospitalized With COVID-19: An Analysis of the American Heart Association COVID-19 Cardiovascular Disease Registry. Circulation: Cardiovascular Quality and Outcomes, 15(8). https://doi.org/10.1161/circoutcomes.121.008612"
889,"Community Socioeconomic Status, Acute Cardiovascular Hospitalizations, and Mortality in Medicare, 2003 to 2019","Wadhera, R. K.; Secemsky, E. A.; Xu, J.; Yeh, R. W.; Song, Y.; Goldhaber, S. Z.","social, vulnerability, index, care, risk, outcomes, mortality, disease, age, disparities, socioeconomic, odds, conclusion, increased, adjusted, result, significant, background",2024,Circulation: Cardiovascular Quality and Outcomes,10.1161/CIRCOUTCOMES.123.010090,NA,NA ,NA,"Wadhera, R. K.; Secemsky, E. A.; Xu, J.; Yeh, R. W.; Song, Y.; Goldhaber, S. Z. (2024). Community Socioeconomic Status, Acute Cardiovascular Hospitalizations, and Mortality in Medicare, 2003 to 2019. Circulation: Cardiovascular Quality and Outcomes, 17(4), E010090. doi:https://dx.doi.org/10.1161/CIRCOUTCOMES.123.010090"
890,Association of Traditional and Nontraditional Risk Factors in the Development of Strokes among Young Adults by Sex and Age Group: A Retrospective Case-Control Study,"Leppert, M. H.; Poisson, S. N.; Scarbro, S.; Suresh, K.; Lisabeth, L. D.; Putaala, J.; Schwamm, L. H.; Daugherty, S. L.; Bradley, C. J.; Burke, J. F.; Ho, P. M.","patients, index, study, data, risk, factors, age, association, results, regression, patient, conclusion, increased, population, included, result, background",2024,Circulation: Cardiovascular Quality and Outcomes,10.1161/CIRCOUTCOMES.123.010307,Colorado,NA ,NA,"Leppert, M. H.; Poisson, S. N.; Scarbro, S.; Suresh, K.; Lisabeth, L. D.; Putaala, J.; Schwamm, L. H.; Daugherty, S. L.; Bradley, C. J.; Burke, J. F.; Ho, P. M. (2024). Association of Traditional and Nontraditional Risk Factors in the Development of Strokes among Young Adults by Sex and Age Group: A Retrospective Case-Control Study. Circulation: Cardiovascular Quality and Outcomes, 17(4), E010307. doi:10.1161/CIRCOUTCOMES.123.010307"
891,"Social Vulnerability and Premature Cardiovascular Mortality Among US Counties, 2014 to 2018","Khan, S. U.; Javed, Z.; Lone, A. N.; Dani, S. S.; Amin, Z.; Al-Kindi, S. G.; Virani, S. S.; Sharma, G.; Blankstein, R.; Blaha, M. J.; Cainzos-Achirica, M.; Nasir, K.","Adolescent; Adult; Cardiovascular Diseases[Epidemiology]; Cardiovascular Diseases[Mortality]; Cross-Sectional Studies; Female; History, 21st Century; Humans; Male; Middle Aged; Social Vulnerability; Survival Analysis; Young Adult",2021,Circulation,10.1161/CIRCULATION/AHA.121.054516,NA,NA,County State Rural,"Safi U. Khan, MD, MS, Zulqarnain Javed, MBBS, MPH, PhD, Ahmad N. Lone, MD, et al. Social Vulnerability and Premature Cardiovascular Mortality Among US Counties, 2014 to 2018. Circulation. 2021. 10.1161/CIRCULATION/AHA.121.054516"
892,Race-Based Differences in ST-Segment-Elevation Myocardial Infarction Process Metrics and Mortality From 2015 Through 2021: An Analysis of 178 062 Patients From the American Heart Association Get With The Guidelines-Coronary Artery Disease Registry,"Osho, A.; Fernandes, M. F.; Poudel, R.; De Lemos, J.; Hong, H.; Zhao, J.; Li, S.; Thomas, K.; Kikuchi, D. S.; Zegre-Hemsey, J.; Ibrahim, N.; Shah, N. S.; Hollowell, L.; Tamis-Holland, J.; Granger, C. B.; Cohen, M.; Henry, T.; Jacobs, A. K.; Jollis, J. G.; Yancy, C. W.; Goyal, A.","social, patients, vulnerability, index, care, outcomes, mortality, status, disease, age, association, compared, disparities, county, socioeconomic, patient, odds, conclusion, race, black, based, lower, hispanic, adjusted, low, result, white, background",2023,Circulation,10.1161/CIRCULATIONAHA.123.065512,NA,NA ,NA,"Osho, A.; Fernandes, M. F.; Poudel, R.; De Lemos, J.; Hong, H.; Zhao, J.; Li, S.; Thomas, K.; Kikuchi, D. S.; Zegre-Hemsey, J.; Ibrahim, N.; Shah, N. S.; Hollowell, L.; Tamis-Holland, J.; Granger, C. B.; Cohen, M.; Henry, T.; Jacobs, A. K.; Jollis, J. G.; Yancy, C. W.; Goyal, A. (2023). Race-Based Differences in ST-Segment-Elevation Myocardial Infarction Process Metrics and Mortality From 2015 Through 2021: An Analysis of 178 062 Patients From the American Heart Association Get With The Guidelines-Coronary Artery Disease Registry. Circulation, 148(3), 229-240. doi:https://dx.doi.org/10.1161/CIRCULATIONAHA.123.065512"
893,Association Between Social Vulnerability Index and Cardiovascular Disease: A Behavioral Risk Factor Surveillance System Study,"Jain, V.; Al Rifai, M.; Khan, S. U.; Kalra, A.; Rodriguez, F.; Samad, Z.; Pokharel, Y.; Misra, A.; Sperling, L. S.; Rana, J. S.; Ullah, W.; Medhekar, A.; Virani, S. S.","Adult; Atherosclerosis[Epidemiology]; Atherosclerosis; Behavioral Risk Factor Surveillance System; Cardiovascular Diseases[Epidemiology]; Cardiovascular Diseases; Humans; Hypertension; Renal Insufficiency, Chronic; Retrospective Studies; Social Vulnerability; United States[Epidemiology]",2022,Journal of the American Heart Association,10.1161/JAHA.121.024414,NA,NA,State,"Jain, V., Al Rifai, M., Khan, S. U., Kalra, A., Rodriguez, F., Samad, Z., Pokharel, Y., Misra, A., Sperling, L. S., Rana, J. S., Ullah, W., Medhekar, A., & Virani, S. S. (2022). Association Between Social Vulnerability Index and Cardiovascular Disease: A Behavioral Risk Factor Surveillance System Study. Journal of the American Heart Association, 11(15). https://doi.org/10.1161/jaha.121.024414"
894,Enriching the American Heart Association COVID-19 Cardiovascular Disease Registry Through Linkage With External Data Sources: Rationale and Design,"Oseran, A. S.; Sun, T.; Wadhera, R. K.; Dahabreh, I. J.; de Lemos, J. A.; Das, S. R.; Rutan, C.; Asnani, A. H.; Yeh, R. W.; Kazi, D. S.",Aged; American Heart Association; COVID-19[Epidemiology]; COVID-19; Cardiovascular Diseases[Epidemiology]; Cardiovascular Diseases; Female; Humans; Medicare; Registries; United States[Epidemiology],2022,Journal of the American Heart Association,10.1161/JAHA.122.027094,NA,NA,State Rural Urban,"Oseran, A. S., Sun, T., Wadhera, R. K., Dahabreh, I. J., de Lemos, J. A., Das, S. R., Rutan, C., Asnani, A. H., Yeh, R. W., & Kazi, D. S. (2022). Enriching the American Heart Association COVID-19 Cardiovascular Disease Registry Through Linkage With External Data Sources: Rationale and Design. Journal of the American Heart Association, 11(18). https://doi.org/10.1161/jaha.122.027094"
895,Impact of Social Vulnerability on Diabetes-Related Cardiovascular Mortality in the United States,"Bashar, H.; Kobo, O.; Khunti, K.; Banerjee, A.; Bullock-Palmer, R. P.; Curzen, N.; Mamas, M. A.","social, vulnerability, health, index, level, study, data, risk, mortality, disease, age, association, results, vulnerable, counties, compared, disparities, county, conclusion, based, adjusted, related, result, background",2023,Journal of the American Heart Association,10.1161/JAHA.123.029649,NA,NA ,NA,"Bashar, H.; Kobo, O.; Khunti, K.; Banerjee, A.; Bullock-Palmer, R. P.; Curzen, N.; Mamas, M. A. (2023). Impact of Social Vulnerability on Diabetes-Related Cardiovascular Mortality in the United States. Journal of the American Heart Association, 12(21) (no pagination). doi:https://dx.doi.org/10.1161/JAHA.123.029649"
896,Neighborhood Social Vulnerability and Interstage Weight Gain: Evaluating the Role of a Home Monitoring Program,"Shustak, R. J.; Huang, J.; Tam, V.; Stagg, A.; Giglia, T. M.; Ravishankar, C.; Mercer-Rosa, L.; Guevara, J. P.; Gardner, M. M.","social, vulnerability, index, study, risk, outcomes, age, association, results, disparities, regression, odds, conclusion, adjusted, low, result, significant, background",2023,Journal of the American Heart Association,10.1161/JAHA.123.030029,NA,NA ,NA,"Shustak, R. J.; Huang, J.; Tam, V.; Stagg, A.; Giglia, T. M.; Ravishankar, C.; Mercer-Rosa, L.; Guevara, J. P.; Gardner, M. M. (2023). Neighborhood Social Vulnerability and Interstage Weight Gain: Evaluating the Role of a Home Monitoring Program. Journal of the American Heart Association, 12(18) (no pagination). doi:https://dx.doi.org/10.1161/JAHA.123.030029"
