Report Year,Agency Name,Data Set Title,Data Set Description,Update Frequency,Planned Release Date,Date Status,Agency Comment
2025,Mayor's Office of Immigrant Affairs (MOIA),English Learning & Support Centers,"Formerly titled ""We Speak NYC Classes"". List of all English Language Learning classes. This dataset includes class information such as cycle, year, location, and total students engaged.",Annually,03/31/2026,Updated,"In publishing annual data for the calendar year, our slated publication date is one quarter after end of 2025"
2024,Mayor's Office of Contract Services (MOCS),PASSport vendors,"Vendors filed in PASSPort, the City of New York’s end-to-end digital procurement platform.  [PASSPort Contracts, Solicitations and Vendors are published publicly in PASSPort Public -> https://a0333-passportpublic.nyc.gov/]",Monthly,12/31/2024,Updated,We are still working to finalize these data sets for public release and plan to release once we are past our major reporting period this fall.
2024,Mayor's Office of Contract Services (MOCS),Performance Evaluation Report,Displays summary information of finalized Performance Evaluations with overall rating for the vendor. Entities that appear below have final Performance Evaluations in PASSPort.,Annually,12/31/2024,No Change,
2024,Mayor's Office of Contract Services (MOCS),Performance Evaluations,Performance Evaluations from PASSPort for specific vendor(s),Annually,12/31/2024,New,
2024,Mayor's Office of Contract Services (MOCS),Principals Report,Displays current principal owners and officers disclosed by the vendor. Entities that appear below have enrolled in PASSPort and disclosed responsive information.  Parent entities that do not do business with the City are not required to fill out Principal Questionnaires; those entities appear in this report with blank fields.,Annually,12/31/2024,No Change,
2024,Mayor's Office of Contract Services (MOCS),Retroactivity,Data on contracts with start dates before receiving approval from Comptroller.,Annually,10/31/2024,New,
2024,Mayor's Office of Contract Services (MOCS),Returnable Grant Fund,Data on applications and unique nonprofit providers applying for interest-free loans from the Returnable Grant Fund.,Annually,10/31/2024,New,
2024,Mayor's Office of Food Policy,Supply Gap Map,"The Supply Gap map tracks neighborhood-by-neighborhood levels of unmet food need, alongside the various supplies of food going into each neighborhood to pinpoint where additional food is most needed and how much is needed.",Annually,10/31/2024,New,
2024,Mayor's Office of Housing Recovery Operations (HRO),Patterns of Attrition and Retention in the Build it Back Program,Dataset analyzes patterns of homeowner-applicant attrition and retention in the Build it Back Program.,Historical Data,12/31/2024,Updated,"Due to inactivity, the scheduled publication date was reprioritized by the Open Data team"
2024,Mayor's Office of Immigrant Affairs (MOIA),ActionNYC Cases,"This dataset includes amount in total ActionNYC cases opened, filed, approved, and denied by program and month.",Annually,10/31/2024,Updated,Addition time is required to finalize these datasets for public release.
2024,Mayor's Office of Immigrant Affairs (MOIA),ActionNYC Hotline Calls,This dataset includes amount in total ActionNYC calls by month.,Annually,10/31/2024,Updated,Addition time is required to finalize these datasets for public release.
2024,Mayor's Office of Immigrant Affairs (MOIA),ActionNYC Legal Services,This dataset includes ActionNYC legal services provided by service type and year.,Annually,10/31/2024,Updated,Addition time is required to finalize these datasets for public release.
2024,Mayor's Office of Immigrant Affairs (MOIA),U and T Visa Certification Requests Processed,"This dataset includes U and T Visa certification requests processed by status, organization, and year.",Annually,10/31/2024,Updated,Addition time is required to finalize these datasets for public release.
2024,Mayor's Office of Immigrant Affairs (MOIA),We Speak NYC Classes,"List of all We Speak NYC classes. This dataset includes class information such as cycle, year, location, and total students engaged.",Annually,10/31/2024,Updated,Addition time is required to finalize these datasets for public release.
2024,Mayor's Office of Media and Entertainment (MOME),Press Cards,Number of press card applications issued and denied,Monthly,06/30/2025,Updated,"Release delayed while MOME, OTI, and the external vendor work on implementing automation processes for the publication of the dataset."
2024,Mayor's Office of Special Enforcement (OSE),Short-Term Rental Prohibited Buildings List,A list of buildings where no short-term rental registrations are permitted under the New York City Short-Term Rental Registration Law (Local Law 18 of 2022).,As needed,01/31/2025,Updated,Automated publication of this data requires additional technological development that is expected to occur in Fall 2024
2024,Mayor's Office of Special Enforcement (OSE),Short-Term Rental Registrations,A list of all active and current short-term rental registrations under the New York City Short-Term Rental Registration Law (Local Law 18 of 2022).,Weekly,01/31/2025,Updated,Automated publication of this data requires additional technological development that is expected to occur in Fall 2024
2024,Mayor's Office to End Domestic and Gender-Based Violence (ENDGBV),The Relationship Between Domestic Violence and Shooting Incidents in New York City,"This report analyzes New York City Police Department (NYPD) domestic violence and shooting incidents across New York City (NYC) from 2017 to 2022. This report examines patterns of domestic violence reported to the NYPD and shooting incidents, individually and in relation to each other, across NYC’s 5 boroughs and 76 police precincts.",Historical data,11/30/2024,New,
2024,NYC Emergency Management (NYCEM),HHC Events Table,"A repository of documented hazard events in New York City from the Hazard History and Consequence Tool (HHC), a feature of the NYC Hazard Mitigation Plan. (https://nychazardhistory.com/About.aspx )",Annually,06/30/2025,New,
2024,Office of Labor Relations (OLR),Deferred Compensation Plan Summary of Administrative Revenues and Expenses from 2013 to 2022,Summary of revenues and expenses for the City's Deferred Compensation Plan,Annually,12/31/2024,Updated,Addition time is required to finalize this dataset for public release.
2024,Office of Labor Relations (OLR),Employee Health Plan Rates,Employee premium rates for City-offered health plans for active employees and pre-Medicare retirees,As needed,12/31/2024,Updated,Addition time is required to finalize this dataset for public release.
2024,Office of Labor Relations (OLR),Headcount report,Summary reports related to City health insurance for active employees and retirees,As needed,12/31/2024,New,
2024,Office of Labor Relations (OLR),Retiree Health Plan Rates,Employee premium rates for City-offered health plans for Medicare-eligible retirees,As needed,12/31/2024,Updated,Addition time is required to finalize this dataset for public release.
2024,Office of Technology and Innovation (OTI),Cable Franchisee Pedestal Requests,A list of requests filed with DoITT for permission to install a cable pedestal in the public right of way.,Annually,10/31/2025,No Change,
2024,Office of the City Clerk (OCC),Lobbyists' Fundraising and Political Consultant reports,The reports are required of Lobbyists  who are also paid by political candidates for fundraising  and  political consulting.,As needed,12/31/2024,No Change,
2024,Police Department (NYPD),Consent to Search Reports,"The number of times police officers sought and received consent to search an individual, his or her property, vehicle, or home.",Quarterly,01/31/2025,Updated,Dataset compilation delayed due development of new form and process for collecting data
2024,Police Department (NYPD),Officer Profiles,"Information for active uniformed members of service, including title & shield history, Department recognition & awards, disciplinary history resulting in charges and specifications from the Department or a schedule “C” command discipline(s), history of arrests processed, and additional document",Weekly,10/31/2024,Updated,Data delayed due to technical issues
2024,Police Department (NYPD),School Safety,Data related to NYPD activity in New York City schools,Quarterly,01/31/2025,Updated,Data is being reviewed for privacy concerns
2024,Police Department (NYPD),Supplemental Homicide Report,Details associated with individual homicide incidents,Annually,02/28/2025,Updated,Data is being reviewed for privacy concerns
2024,Police Department (NYPD),Tow Report,"NYC Administrative Code 14-184 requires that the NYPD furnish a report of the number of vehicles towed by the Department that were obstructing a sidewalk, crosswalk, fire hydrant, bicycle lane, or bus lane.",Daily,01/31/2025,Updated,Data delayed due to resource issues
2024,Queens Borough President (QBP),Appointments,List of various appointments made by the Queens Borough President's Office,Annually,10/31/2024,Updated,Finalizing data
2024,Queens Borough President (QBP),Capital Grant Awards,List of funding from the Queens Borough President's Office for capital projects,Annually,10/31/2024,Updated,Finalizing data
2024,Queens Borough President (QBP),Community Board Appointments,List of community board appointments by the Queens Borough President's Office,Annually,10/31/2024,Updated,Finalizing data
2024,Queens Borough President (QBP),Discretionary Grant Awards,List of discretionary grants issued by the Queens Borough President's Office,Annually,10/31/2024,Updated,Finalizing data
2024,Queens Borough President (QBP),Immigrant Welcome Center Case Management Report,"Listing of cases onboarded by QBPO Immigrant Welcome Center which includes, city of residence, city of origin, case type, number of family members",Annually,10/31/2024,New,
2024,Queens Borough President (QBP),Transportation And Walkability Rankings for Queens Community Districts,"Rankings of the 14 Queens Community Board Districts in terms of tree canopy, park access, traffic, and other pedestrian and bike-specific metrics.",Every 2 years,10/31/2024,New,
2024,Taxi and Limousine Commission (TLC),Car Seat Provider List,"This dataset includes a list of car services that will provide different types of car seats to passengers if they require one, and instructions for reserving one.",As needed,06/30/2025,Updated,TLC is re-evaluating the accuracy and completeness of this data set to determine whether or in what form it should be published.
2024,Taxi and Limousine Commission (TLC),Current Commuter Van Authorizations,This dataset includes a list of commuter van authorities that are current and in good standing to pick up passengers. Commuter Van Authorizations provide pre-arranged transportation to passengers throughout New York City on a regular daily basis. They are authorized to operate within specific geographic areas,Daily,11/30/2024,Updated,"TLC's IT division has prioritized other internal and external requests to help TLC licensees. Licensees are currently able to see their own license statuses, renewal timelines, inspection schedules, and more through a portal (TLCUP). Therefore, the need for these data sets is not as high as before and the agency has not made these data sets a priority."
2024,Taxi and Limousine Commission (TLC),Current Commuter Vans,This dataset includes a list of commuter van vehicles that are current and in good standing to pick up passengers. Commuter Van Drivers provide pre-arranged transportation to passengers throughout New York City on a regular daily basis. They are authorized to operate within specific geographic areas.,Daily,11/30/2024,Updated,"TLC's IT division has prioritized other internal and external requests to help TLC licensees. Licensees are currently able to see their own license statuses, renewal timelines, inspection schedules, and more through a portal (TLCUP). Therefore, the need for these data sets is not as high as before and the agency has not made these data sets a priority."
2024,Taxi and Limousine Commission (TLC),Current Medallion Agents,This dataset includes a list of all current TLC licensed Medallion agents. Medallion agents are licensed by the TLC to operate a Taxicab Medallion on the behalf of the Medallion owner.,Daily,11/30/2024,Updated,"TLC's IT division has prioritized other internal and external requests to help TLC licensees. Licensees are currently able to see their own license statuses, renewal timelines, inspection schedules, and more through a portal (TLCUP). Therefore, the need for these data sets is not as high as before and the agency has not made these data sets a priority."
2024,Taxi and Limousine Commission (TLC),Current Paratransit Bases,This dataset includes a list of paratransit bases that are current and in good standing to dispatch trips to paratransit vehicles. Paratransit Bases provide pre-arranged transportation for passengers with disabilities. Most of the service takes individuals to and from health care facilities.,Daily,11/30/2024,Updated,"TLC's IT division has prioritized other internal and external requests to help TLC licensees. Licensees are currently able to see their own license statuses, renewal timelines, inspection schedules, and more through a portal (TLCUP). Therefore, the need for these data sets is not as high as before and the agency has not made these data sets a priority."
2024,Taxi and Limousine Commission (TLC),Current Taxicab Brokers,This dataset includes a list of current TLC licensed Medallion brokers. Medallion brokers are licensed by the TLC to assist in the transfer of a medallion or obtaining a loan secured by a medallion. Licenses are valid for up to one year and expire on December 31st.,Daily,11/30/2024,Updated,"TLC's IT division has prioritized other internal and external requests to help TLC licensees. Licensees are currently able to see their own license statuses, renewal timelines, inspection schedules, and more through a portal (TLCUP). Therefore, the need for these data sets is not as high as before and the agency has not made these data sets a priority."
2024,Taxi and Limousine Commission (TLC),Current Unaffiliated Vehicles,This dataset includes a  list of all vehicles that are licensed and active to operate but do not have an affiliated base.,Daily,06/30/2025,Updated,"TLC's IT division has prioritized other internal and external requests to help TLC licensees. Licensees are currently able to see their own license statuses, renewal timelines, inspection schedules, and more through a portal (TLCUP). Therefore, the need for these data sets is not as high as before and the agency has not made these data sets a priority."
2024,Taxi and Limousine Commission (TLC),Data Reports Monthly Indicators,"Monthly metrics containing average daily trips and amount of fares collected, active vehicles and drivers, and credit card usage. The information was tabulated from data collected through the LPEP system for taxis and trip records submitted by bases for FHVs.",Monthly,11/30/2024,Updated,"TLC is re-evaluating how the agency aggregates and makes publicly accessible our trip data, including through aggregated reports and interactive dashboards."
2024,Taxi and Limousine Commission (TLC),For-Hire Vehicle Initial Inspection Schedule,"This list will mirror the Medallion Taxi Initial Inspection Schedule dataset, to include information for FHV inspections.",Daily,06/30/2025,Updated,"TLC's IT division has prioritized other internal and external requests to help TLC licensees. Licensees are currently able to see their own license statuses, renewal timelines, inspection schedules, and more through a portal (TLCUP). Therefore, the need for these data sets is not as high as before and the agency has not made these data sets a priority."
2024,Taxi and Limousine Commission (TLC),Local Law 28,This dataset is the Fatal and Critical Injury Crash Review and Enforcement Report for Cooper's Law and Local Law 28 of 2014.,Monthly,06/30/2025,Updated,This data is already available to the public on TLC's website and TLC is working to add crash data to Open Data.
2024,Taxi and Limousine Commission (TLC),Local Law 31,"This dataset includes TLC-Licensed Vehicle Crash Data, published to comply with Local Law 31.",Monthly,11/30/2024,Updated,This data is already available to the public on TLC's website and TLC is working to add crash data to Open Data.
2024,Taxi and Limousine Commission (TLC),Medallion Transfers Prices,"This dataset includes aggregated records regarding medallion sales and stock transfers, and is updated on a monthly basis.",Monthly,06/30/2025,Updated,This data is already available to the public on TLC's website and TLC is working to add crash data to Open Data.
2024,Taxi and Limousine Commission (TLC),NYS DMV Revoked Suspended Drivers Licenses,This dataset lists drivers who have been suspended or revoked by the NYS Department of Motor Vehicles (DMV). The NYS DMV notifies the TLC of license suspensions through the License Event Notification Service (LENS) program.,Daily,11/30/2024,Updated,"TLC's IT division has prioritized other internal and external requests to help TLC licensees. Licensees are currently able to see their own license statuses, renewal timelines, inspection schedules, and more through a portal (TLCUP). Therefore, the need for these data sets is not as high as before and the agency has not made these data sets a priority."
2024,Taxi and Limousine Commission (TLC),NYS DMV Revoked Suspended Registrations,This dataset lists vehicles which have been suspended or revoked by the NYS Department of Motor Vehicles (DMV). The NYS DMV notifies the TLC of license suspensions through the License Event Notification Service (LENS) program.,Daily,11/30/2024,Updated,"TLC's IT division has prioritized other internal and external requests to help TLC licensees. Licensees are currently able to see their own license statuses, renewal timelines, inspection schedules, and more through a portal (TLCUP). Therefore, the need for these data sets is not as high as before and the agency has not made these data sets a priority."
2024,Taxi and Limousine Commission (TLC),Pickups and Drop-offs by Taxi Zone and Sector,"Monthly pickup and drop-off count for different sectors (FHV - High Volume, Green Cab, Yellow Taxi) by taxi zone",Monthly,06/30/2025,New,
2024,Taxi and Limousine Commission (TLC),TLC Enforcement and Complaint Stats,"This dataset includes the count of the 10 most frequent violations of the month, aggregated by borough and precinct.",Monthly,06/30/2025,Updated,This data is already available to the public on TLC's website and TLC is working to add crash data to Open Data.
2024,Taxi and Limousine Commission (TLC),TLC Licensed Driver Drug Test Schedule,"For each TLC-licensed driver, this list will show the date by which they must complete their next drug test, allowing the drivers and businesses who employ them to check the date and send reminders.",Daily,06/30/2025,Updated,Addition time is required to finalize this dataset for public release.
2024,Taxi and Limousine Commission (TLC),TLC New Vehicle Application Status,"This list will mirror the TLC New Driver Application Status list, to show the status of vehicles that are working through the application process and highlight outstanding requirements.",Daily,06/30/2025,Updated,"TLC's IT division has prioritized other internal and external requests to help TLC licensees. Licensees are currently able to see their own license statuses, renewal timelines, inspection schedules, and more through a portal (TLCUP). Therefore, the need for these data sets is not as high as before and the agency has not made these data sets a priority."
2025,Brooklyn Borough President (BPBK),BP Appointments - Community Education Councils (CECs),"This data set represents the Borough President CEC's appointees. Community Education Councils (CECs) are education policy advisory bodies responsible for, among other things, reviewing and evaluating the district’s educational programs, approving zoning lines, and holding public hearings on certain matters.",Annually,10/31/2025,New,
2025,Brooklyn Borough President (BPBK),BP Appointments - DYCD Neighborhood Advisory Board (NABs),"This dates set represents Borough President appointee DYCD (Neighborhood Advisory Board ). NABs serve Neighborhood Development Areas (NDAs), which are low-income neighborhoods designated as needing community development support. NAB members are responsible for helping to identify the needs of their local communities. DYCD takes their findings into consideration when allocating federal Community Services Block Grant (CSBG) funding.",Annually,10/31/2025,New,
2025,Brooklyn Borough President (BPBK),BP Appointments - Solid Waste Advisory (SWAB),The Solid waste Advisory Board is a volunteer advisory board dedicated to helping Brooklyn achieve its zero waste goals. The board meets monthly and meetings are open to public.,Annually,10/31/2025,New,
2025,Brooklyn Borough President (BPBK),Community Affairs Reporting Sheet,All events attended by the office of the Brooklyn Borough President.,Every 6 months,10/31/2025,New,
2025,Brooklyn Borough President (BPBK),FY 2022 and 2023 Capital Allocations,List of 2022 and 2023 capital allocations for all city and non-city capital projects.,Annually,10/31/2025,New,
2025,Brooklyn Borough President (BPBK),Meeting Requests,All meeting and event requests (internal and external) to the Borough President for 2022 and 2023,Annually,10/31/2025,New,
2025,Brooklyn Borough President (BPBK),Office Legislation -Passed,List of legislation that was sponsored by the Borough President and passed.,Annually,10/31/2025,New,
2025,City Council (NYCC),Land use items,This list contains information related to land use items before the Council.,Monthly,07/31/2026,Updated,"We are releasing this data as part of a larger release of Legistar data. The ""Legislation: Bills and Local Laws"" dataset has been released and we are coordinating with OTI on how to appropriately implement updates on their end before releasing further Legistar datasets."
2025,Civilian Complaint Review Board (CCRB),Board Member Votes,Voting decisions on each case voted on per board member.,Daily,01/31/2026,New,
2025,Commission on Human Rights (CCHR),CCHR Inquiries,This is the data set behind how we report the number of inquiries annually,Annually,12/31/2025,New,
2025,Department for the Aging (NYC Aging),List of OACs that serve Kosher and/or Halal meals,"List of Older Adult Centers that serve Kosher and/or Halal meals, either cooked on premises or catered (includes caterer names).",Annually,05/31/2027,Updated,"This dataset is delayed. Due to a number of factors, including varied processes for agency certification of Halal food standards, comprehensive information on OAC locations providing Halal meals is not currently available.  In the interim, information on Kosher meals can be obtained from the LL 140 dataset below:
https://data.cityofnewyork.us/City-Government/Department-for-the-Aging-NYC-Aging-Senior-Center-L/ygfr-ij6t/about_data"
2025,Department of Buildings (DOB),BIS Lookup Tables,Tables for looking up BIS information,Annually,06/30/2028,Updated,De-prioritized. Demand for this data set is not present.
2025,Department of Buildings (DOB),Building Profiles: Inspections,Inspection data,Daily,12/31/2035,New,
2025,Department of Buildings (DOB),DOB NOW: Licensing,All applications for a professional license in DOB NOW.,Daily,12/31/2025,Updated,"De-prioritized. With the release of three data sets in this compliance period (two of which were impromptu), this release data has been extended."
2025,Department of Buildings (DOB),Elevator Device Lookup,Elevator device records,Annually,06/30/2026,No Change,
2025,Department of Buildings (DOB),Gas Certification,Gas certification details,Annually,12/31/2026,No Change,
2025,Department of Buildings (DOB),Inspections - Elevator,Elevator device inspections,Annually,06/30/2027,No Change,
2025,Department of Buildings (DOB),Parking Structures,Various elements related to parking structures throughout the city,Daily,10/31/2025,New,
2025,Department of Buildings (DOB),Required Items,Items required for filing,Annually,12/31/2027,No Change,
2025,Department of City Planning (DCP),Base Flood Elevation - 2015 PFIRMS (Elevation Above Grade),The height of the 2015 PFIRM BFEs above ground elevation based on the 2010 NYC Digital Elevation Model.,As Needed,12/31/2025,Updated,"This is not DCP data but we agreed to post on behalf of FEMA since this appears in a DCP application. We are continuing to work with the Mayor's Office of Climate and Environmental Justice (MOCEJ) to  reconcile and post all climate and future floodplain data based on sea level rise by NPCC that appear in the Flood Hazard Mapper app but updates to applications, new data, and personnel changes have delayed the project."
2025,Department of City Planning (DCP),"Census Block Equivalency, 1990 to 2000 NYC",New York City 1990 to 2000 Census Block Equivalency,Historical Data,12/31/2025,Updated,We are continuing to work through a back log of open data to publish. There are not enough resources (personnel) to release this on time and these are lower priority than other datasets.
2025,Department of City Planning (DCP),Future Floodplain 2080 (100 yr),Future floodplains in the 2080s based on a layering of high estimates for SLR by NPCC on top of the 2013 PFIRM BFEs for the 1% annual chance floodplain,As Needed,12/31/2025,Updated,"This is not DCP data but we agreed to post on behalf of FEMA since this appears in a DCP application. We are continuing to work with the Mayor's Office of Climate and Environmental Justice (MOCEJ) to  reconcile and post all climate and future floodplain data based on sea level rise by NPCC that appear in the Flood Hazard Mapper app but updates to applications, new data, and personnel changes have delayed the project."
2025,Department of City Planning (DCP),Future Floodplain 2100 (100 yr),Future floodplains in the 2100s based on a layering of high estimates for SLR by NPCC on top of the 2013 PFIRM BFEs for the 1% annual chance floodplain,As Needed,12/31/2025,Updated,"This is not DCP data but we agreed to post on behalf of FEMA since this appears in a DCP application. We are continuing to work with the Mayor's Office of Climate and Environmental Justice (MOCEJ) to  reconcile and post all climate and future floodplain data based on sea level rise by NPCC that appear in the Flood Hazard Mapper app but updates to applications, new data, and personnel changes have delayed the project."
2025,Department of City Planning (DCP),Greater Transit Zone,The Greater Transit Zone boundaries are used for several zoning rules. They determine where special rules for Qualifying Residential Sites are applicable and how non-residential parking is calculated in some zoning districts. Being located within the Greater Transit Zone may allow for more or different development opportunities.,As needed,10/31/2025,New,
2025,Department of City Planning (DCP),Green Fast Track Lots,"NYC Tax lots derived from MapPLUTO, pre-populated with attribute data if it intersects a lot, related to Environmental Review variables including air quality, noise, hazardous materials, natural resources, historic resources, and shadows.",Monthly,10/31/2025,New,
2025,Department of City Planning (DCP),Limit of Moderate Wave Action (LiMWA) - 2015 PFIRMs,"The LiMWA identifies areas that will be affected by waves with a 1.5 foot wave height or greater within the coastal A zone. While FEMA does not require special floodplain management standards based on LiMWA delineations, it is likely that properties and structures within the LiMWA will receive substantial damage from wave action during a 1%-annual-chance flood event.",As Needed,12/31/2025,Updated,"This is not DCP data but we agreed to post on behalf of FEMA since this appears in a DCP application. We are continuing to work with the Mayor's Office of Climate and Environmental Justice (MOCEJ) to  reconcile and post all climate and future floodplain data based on sea level rise by NPCC that appear in the Flood Hazard Mapper app but updates to applications, new data, and personnel changes have delayed the project."
2025,Department of City Planning (DCP),NYC 2020 Census Data,"Decennial census data for New York City (NYC). Demographics for 2020, 2010 and statistics on the change between those two releases. The data is aggregated to several geographic levels including; Citywide, Borough, Community District, City Council district, 2020 Neighborhood Tabulation Areas (NTA) and 2020 Census Tracts.",Historical data,12/31/2025,Updated,We plan to release tables or spatial files joining US Census data to NYC geographies but are continuing to work through a back log of open data to publish. There are not enough resources (personnel) to release this on time.
2025,Department of City Planning (DCP),Supermarket Needs Index (SNI),"The Index, comprised of a set of important factors – concentration of stores, walkability, access to car, presence of families with children in poverty -- helps communities, food policy researchers and supermarket operators assess the number of additional stores necessary to meet the needs of the area.",As Needed,12/31/2025,Updated,We are continuing to work through a back log of open data to publish. There are not enough resources (personnel) to release this on time and these are lower priority than other datasets.
2025,Department of City Planning (DCP),Transit Zones,"The Transit Zones dataset is composed of areas related to the Greater Transit Zone. The Greater Transit Zone is broken up into separate areas where special rules governing residential parking are applied. The Greater Transit Zone is composed of the following areas:

• Manhattan Core and Long Island City parking areas: No parking required.
• Inner Transit Zone: No parking required.
• Outer Transit Zone: Some parking required. Certain housing types do not require parking.
• Special ZR# 25-241 Parking Provision areas: Parking required. Affordable housing has significantly less required parking than market rate housing and certain housing types have no requirement.

Beyond the Greater Transit Zone areas are not within the Greater Transit Zone. Parking is required but affordable housing has less required parking than market rate housing and certain housing types have no requirement.",As needed,10/31/2025,New,
2025,Department of Citywide Administrative Services (DCAS),Accidents involving the public in DCAS-managed properties,All accidents recorded by DCAS's security vendor during the reporting period.,Monthly,06/30/2026,New,
2025,Department of Citywide Administrative Services (DCAS),Building Auditing Report,This report reviews annual progress implementing the audit and retro-commissioning requirements of LL87 of 2009,Annually,10/31/2025,Updated,This dataset is delayed due to limited staff capacity and competing priorities.
2025,Department of Citywide Administrative Services (DCAS),Electric vehicles in the citywide fleet,The number of electric and plug-in vehicles in the City's fleet. The figure is the total number of electric vehicles as of the last day of the reporting period.,Monthly,06/30/2026,New,
2025,Department of Citywide Administrative Services (DCAS),Workforce Profile Report,A broad overview of the employment status and demographic makeup of employees across NYC agencies,Annually,12/31/2025,Updated,"This dataset is delayed due to limited staff capacity, competing priorities, and the need for extensive data cleaning to ensure accuracy and usability."
2025,Department of Consumer and Worker Protection (DCWP),Businesses Engagement and Outreach Events,List of business engagement and outreach events conducted by DCWP and the number of participating businesses.,Annually,07/31/2026,New,
2025,Department of Correction (DOC),DOC Work Release,"Data, statistics, and other objective information showing the number of sentenced individuals 
who participated in the work release program in each month of 2020, 2021, and 2022; the identities 
of the persons who participated in the work release program in each month of 2020, 2021, and 2022;  and the crimes of conviction for each of the persons who participated in each month of 2020, 2021, and 2022.",To be Determined,10/31/2025,No Change,
2025,Department of Correction (DOC),Drug Contraband Recovered,"Total instances of drugs seized at correctional facilities from Department of Corrections staff between January 1, 2019, and the present day.",To be Determined,12/31/2025,Updated,This dataset is undergoing final approval
2025,Department of Correction (DOC),Grievances,"Date, facility, category and resolution of grievances",Quarterly,12/31/2025,Updated,The agency has adjusted the timeline of this project due to the allocation of resources and attention to higher-priority projects
2025,Department of Correction (DOC),Mentally Ill Incarcerated Individuals and Recidivism Report,Information pertaining to mentally ill individuals and recidivism,Annually,12/31/2025,Updated,The agency has adjusted the timeline of this project due to the allocation of resources and attention to higher-priority projects
2025,Department of Correction (DOC),Nursery Report,Information on children in Rikers Island nurseries,Annually,10/31/2025,Updated,This dataset is undergoing final approval
2025,Department of Correction (DOC),Person in Custody Infractions,"De-identified records of guilty infractions by facility, date and type",Quarterly,12/31/2025,Updated,This dataset is undergoing final approval
2025,Department of Correction (DOC),Programs Report,Information pertaining to program partners and expenditures,Annually,07/31/2026,Updated,The agency has adjusted the timeline of this project due to the allocation of resources and attention to higher-priority projects
2025,Department of Correction (DOC),Punitive Segregation Report,Information pertaining to punitive and restrictive housing,Quarterly,07/31/2026,Updated,The agency has adjusted the timeline of this project due to the allocation of resources and attention to higher-priority projects
2025,Department of Correction (DOC),Sexual Abuse and Sexual Harassment Report,Comprehensive report pertaining to PREA and sexual assault allegations and incidents,Annually,12/31/2025,Updated,The agency has transitioned this data to a new application that requires additional processing and review before publishing.
2025,Department of Correction (DOC),Uniform Staff Discipline Report,"Public dataset where the disciplinary history of Correction Officers, Correction Captains, Assistant Deputy Wardens, and others can be accessed",As needed,07/31/2026,Updated,This dataset is currently the subject of litigation and is being further assessed for publication.
2025,Department of Correction (DOC),Use of Force Incidents,"Data containing the date, time, facility, type of force and reason for force used.",Quarterly,12/31/2025,Updated,This dataset is undergoing final approval
2025,Department of Correction (DOC),Weapon Contraband Recovered,"Inventory of all Weapons Seized, 2020 to Present",To be Determined,03/31/2026,Updated,The agency has adjusted the timeline of this project due to the allocation of resources and attention to higher-priority projects
2025,Department of Education (DOE),Local Law 171 of 2018—PA/PTA Fundraising Report,Parent-teacher association and parent association chapters in public schools.,Annually,12/31/2025,No Change,
2025,Department of Environmental Protection (DEP),Mold Remediation Work Plan & Notification Form Submissions,Mold Remediation Work Plan & Notification Form Submissions,Weekly,12/31/2025,Updated,"Due to resource constraints DEP will need to delay the release date for this dataset to December 31, 2025."
2025,Department of Environmental Protection (DEP),Mold Post Remediation Assessment Form & Certification Submissions,Mold Post Remediation Assessment Form & Certification Submissions,Weekly,12/31/2025,Updated,"Due to resource constraints DEP will need to delay the release date for this dataset to December 31, 2025."
2025,Department of Environmental Protection (DEP),Release Levels,Rate of water releases from select West of Hudson reservoirs,Weekly,12/31/2025,Updated,"Due to resource constraints DEP will need to delay the release date for this dataset to December 31, 2025."
2025,Department of Finance (DOF),Abandoned Parcels,"Pursuant to NYC Administrative Code 11-207, the Department of Finance inspects parcels on a rolling basis. One third of the parcel population is inspected each Spring/Summer such that each parcel is inspected every three years. This dataset identifies the parcels determined abandoned during the inspections. While this dataset is updated annually, the data for each parcel is updated only every three years.",Annually,06/30/2026,Updated,The development efforts for this dataset is on hold due to staff attrition and prioritization of critical projects within the Department of Finance (DOF).
2025,Department of Finance (DOF),Archives Assessment Rolls [Years 1993 to 2008],"List of all properties in NYC, which includes assessed value, tax class, building class, borough-block-lot, along with additional descriptive data",Historical data,06/30/2026,Updated,The Department of Finance (DOF) is still in the process of streamlining these datasets.  There have been delays due to staff attrition and prioritization of critical projects within DOF.
2025,Department of Finance (DOF),Complete Report of Accounts (surplus funds),"Monies paid to the courts for legal matters are held in an interest-bearing Department of Finance Common Trust Account. This dataset lists all deposits under the Department of Finance’s possession. Monies may be claimed by submitting a certified funds withdrawal court order. If funds are not claimed after three (3) years, they are sent to the NYS Comptroller's Office as abandoned property.",Monthly,06/30/2026,Updated,The development efforts for this dataset is on hold due to staff attrition and prioritization of critical projects within the Department of Finance (DOF).
2025,Department of Finance (DOF),Historical Property Master Data with Remissions,"List of properties in NYC, which includes the assessed value and changes to the assessed value which caused the assessed value to decrease",Annually,06/30/2026,Updated,The Department of Finance (DOF) is still in the process of streamlining these datasets.  There have been delays due to staff attrition and prioritization of critical projects within DOF.
2025,Department of Finance (DOF),Name and Address,"List of NYC properties, which includes property address, owner name and mailing address, and mail recipient name and mailing address",Annually,06/30/2026,New,
2025,Department of Finance (DOF),Notice of Property Value (NOPV),"List of NYC properties, which includes owner name and mailing address, and certain descriptive data such as market value, assessed value, and property tax exemptions",Annually,06/30/2026,New,
