id labor	Valdkond	VK sort	Paneel	P kood	Analüüsi nimetus	A kood	Kehtiv	Kehtiv lõpp	Tellitav	Vahendatav	T lühend	Kasutatav nimetus	T Nimetus	Vastuskood	T Ühik	Labor ühik	Seade	Diagnostikumi_tootja	Sort	Risttabel	id algandmed	Loinc #	Component	Property	Time Aspects	System	Scale	Method	Ex UCUM Units	Ex Units	%99+ Common Tests	Class	Long Common Name	Short Name	Type	Order/Obs	Doc/Section	Ext
939	VIR	20			Coxiella burnetii faas 2 IgM	S-COBU_PH2_IGM	EI	2021-10-03	EI	JAH	S,P-C burnetii phase 2 IgM	Coxiella burnetii faas 2 IgM	Coxiella burnetii faas 2 vastane IgM seerumis/plasmas	N/Pp/P					705	JAH	4315	31315-5	Coxiella burnetii phase 2 Ab.IgM	ACnc	Pt	Ser	Ord				3	MICRO	Coxiella burnetii phase 2 IgM Ab [Presence] in Serum	C burnet Ph2 IgM Ser Ql	1	Both		24,8676
1956	VIR	20			Coxiella burnetii faas 2 IgM QN	C_BURNETII_PH2_IGM-TST	JAH		JAH	JAH	S,P-C burnetii phase 2 IgM QN	Coxiella burnetii faas 2 IgM QN	Coxiella burnetii faas 2 vastase IgM hulk seerumis/plasmas	QN	kU/L	kU/L			706	JAH	6100	7832-9	Coxiella burnetii phase 2 Ab.IgM	ACnc	Pt	Ser	Qn		[arb'U]/mL			MICRO	Coxiella burnetii phase 2 IgM Ab [Units/volume] in Serum	C burnet Ph2 IgM Ser-aCnc	1	Both		
1260	VIR	20			Coxiella burnetii faas 2 IgG QN	C_BURNETII_PH2_IGG-TST	JAH		JAH	JAH	S,P-C burnetii phase 2 IgG QN	Coxiella burnetii faas 2 IgG QN	Coxiella burnetii faas 2 vastase IgG hulk seerumis/plasmas	QN	kU/L	kU/L			707	JAH	5322	51812-6	Coxiella burnetii phase 2 Ab.IgG	ACnc	Pt	Ser	Qn	IA				MICRO	Coxiella burnetii phase 2 IgG Ab [Units/volume] in Serum by Immunoassay	C burnet Ph2 IgG Ser IA-aCnc	1	Both		19,5981
940	VIR	20			Tropheryma whippelii DNA	T_WHIP_DNA-TST	JAH		JAH	JAH	XXX-T whippelii DNA	Tropheryma whippelii DNA	Tropheryma whippelii DNA	N/P					708	JAH	4336	46725-8	Tropheryma whippelii DNA	ACnc	Pt	XXX	Ord	Probe.amp.tar			3	MICRO	Tropheryma whippelii DNA [Presence] in Unspecified specimen by Probe and target amplification method	T whippelii DNA XXX Ql PCR	1	Both		22,9139
2253	VIR	20			Bartonella henselae DNA	B_HENSELAE_DNA-TST	JAH		JAH	JAH	XXX-Bartonella henselae DNA	Bartonella henselae DNA	Bartonella henselae DNA täpsustamata materjalis	N/P					709	JAH	6759	33986-1	Bartonella henselae DNA	PrThr	Pt	XXX	Ord	Probe.amp.tar				MICRO	Bartonella henselae DNA [Presence] in Specimen by NAA with probe detection	B henselae DNA Spec Ql NAA+probe	1	Both		
1169	VIR	20			Bartonella henselae/quintana IgG, IgM paneel	BART_AB-X-PNL	JAH		JAH	JAH	S,P-Bartonella Ab panel	Bartonella Ab paneel	Bartonella-vastased antikehad seerumis/plasmas (paneel)	Paneel					712	JAH	4960	L-4960																
1170	VIR	20			Bartonella henselae IgG, IgM paneel	B_HENSELAE_AB-X-PNL	JAH		JAH	JAH	S,P-B henselae Ab panel	Bartonella henselae Ab paneel	Bartonella henselae vastased antikehad seerumis/plasmas (paneel)	Paneel					713	JAH	5227	L-5227																
941	VIR	20	Bartonella Ab paneel; Bartonella henselae Ab paneel	BART_AB-X-PNL; B_HENSELAE_AB-X-PNL	Bartonella henselae IgM tiiter	B_HENSELAE_IGM-TST	JAH		EI	JAH	S,P-B henselae IgM titr	Bartonella henselae IgM tiiter	Bartonella henselae vastase IgM tiiter seerumis/plasmas	SemiQN					714	JAH	3704	22111-9	Bartonella henselae Ab.IgM	Titr	Pt	Ser	SemiQn		{titer}	titer	6	MICRO	Bartonella henselae IgM Ab [Titer] in Serum	B henselae IgM Titr Ser	1	Both		13,6965
942	VIR	20	Bartonella Ab paneel; Bartonella henselae Ab paneel	BART_AB-X-PNL; B_HENSELAE_AB-X-PNL	Bartonella henselae IgG tiiter	B_HENSELAE_IGG-TST	JAH		EI	JAH	S,P-B henselae IgG titr	Bartonella henselae IgG tiiter	Bartonella henselae vastase IgG tiiter seerumis/plasmas	SemiQN					715	JAH	3703	22110-1	Bartonella henselae Ab.IgG	Titr	Pt	Ser	SemiQn		{titer}	titer	6	MICRO	Bartonella henselae IgG Ab [Titer] in Serum	B henselae IgG Titr Ser	1	Both		13,049
943	VIR	20	Bartonella Ab paneel	BART_AB-X-PNL	Bartonella quintana IgM tiiter	B_QUINTANA_IGM-TST	JAH		EI	JAH	S,P-B quintana IgM titr	Bartonella quintana IgM tiiter	Bartonella quintana vastase IgM tiiter seerumis/plasmas	SemiQN					716	JAH	3705	9361-7	Bartonella quintana Ab.IgM	Titr	Pt	Ser	SemiQn		{titer}	titer	7	MICRO	Bartonella quintana IgM Ab [Titer] in Serum	B quintana IgM Titr Ser	1	Both		13,6965
944	VIR	20	Bartonella Ab paneel	BART_AB-X-PNL	Bartonella quintana IgG tiiter	B_QUINTANA_IGG-TST	JAH		EI	JAH	S,P-B quintana IgG titr	Bartonella quintana IgG tiiter	Bartonella quintana vastase IgG tiiter seerumis/plasmas	SemiQN					717	JAH	3706	9360-9	Bartonella quintana Ab.IgG	Titr	Pt	Ser	SemiQn		{titer}	titer	8	MICRO	Bartonella quintana IgG Ab [Titer] in Serum	B quintana IgG Titr Ser	1	Both		13,049
945	VIR	20			Brucella DNA	BRUCELLA_DNA-TST	JAH		JAH	JAH	XXX-Brucella DNA	Brucella DNA	Brucella DNA	N/P					718	JAH	4308	41626-3	Brucella sp DNA	ACnc	Pt	XXX	Ord	Probe.amp.tar				MICRO	Brucella sp DNA [Presence] in Unspecified specimen by Probe and target amplification method	Brucella DNA XXX Ql PCR	1	Both		13,9871
2202	VIR	20			Brucella IgG, IgM paneel	BRUCELLA_AB-X-PNL	JAH		JAH	JAH	S,P-Brucella Ab panel	Brucella Ab paneel	Brucella-vastaste antikehade paneel seerumis/plasmas	Paneel					719	EI/Paneel	6550	L-5467																
946	VIR	20			Brucella Ab	S-BRUCELLA_Ab-MT	EI	2022-05-12	JAH	JAH	S,P-Brucella Ab	Brucella Ab	Brucella-vastased antikehad seerumis/plasmas	N/P					720	JAH	515	30202-6	Brucella sp Ab	ACnc	Pt	Ser	Ord					MICRO	Brucella sp Ab [Presence] in Serum	Brucella Ab Ser Ql	1	Both		
2284	VIR	20	Brucella Ab paneel	BRUCELLA_AB-X-PNL	Brucella IgM QN	BRUCELLA_IGM-TST	JAH		EI	JAH	S,P-Brucella IgM QN	Brucella IgM QN	Brucella-vastase IgM hulk seerumis/plasmas	QN	kU/L	kU/L			721	JAH	5633	13210-0	Brucella sp Ab.IgG	ACnc	Pt	Ser	Qn						Brucella sp IgG Ab [Units/volume] in Serum	Brucella IgG Ser-aCnc		Both		
2283	VIR	20	Brucella Ab paneel	BRUCELLA_AB-X-PNL	Brucella IgG QN	BRUCELLA_IGG-TST	JAH		EI	JAH	S,P-Brucella IgG QN	Brucella IgG QN	Brucella-vastase IgG hulk seerumis/plasmas	QN	kU/L	kU/L			722	JAH	5634	5070-8	Brucella sp Ab.IgM	ACnc	Pt	Ser	Qn						Brucella sp IgM Ab [Units/volume] in Serum	Brucella IgM Ser-aCnc		Both		
947	VIR	20			Chlamydia psittaci IgA tiiter	C_PSITTACI_IGA-TST	JAH		JAH	JAH	S,P-C psittaci IgA titr	Chlamydia psittaci IgA tiiter	Chlamydia psittaci vastase IgA tiiter seerumis/plasmas	SemiQN					723	JAH	3808	22178-8	Chlamydophila psittaci Ab.IgA	Titr	Pt	Ser	SemiQn		{titer}	titer	1	MICRO	Chlamydophila psittaci IgA Ab [Titer] in Serum	C psittaci IgA Titr Ser	1	Both		22,8808
948	VIR	20			Chlamydia psittaci IgM tiiter	C_PSITTACI_IGM-TST	JAH		JAH	JAH	S,P-C psittaci IgM titr	Chlamydia psittaci IgM tiiter	Chlamydia psittaci vastase IgM tiiter seerumis/plasmas	SemiQN					724	JAH	519	22181-2	Chlamydophila psittaci Ab.IgM	Titr	Pt	Ser	SemiQn		{titer}	titer	5	MICRO	Chlamydophila psittaci IgM Ab [Titer] in Serum	C psittaci IgM Titr Ser	1	Both		21,4685
949	VIR	20			Chlamydia psittaci IgG tiiter	C_PSITTACI_IGG-TST	JAH		JAH	JAH	S,P-C psittaci IgG titr	Chlamydia psittaci IgG tiiter	Chlamydia psittaci vastase IgG tiiter seerumis/plasmas	SemiQN					725	JAH	520	22180-4	Chlamydophila psittaci Ab.IgG	Titr	Pt	Ser	SemiQn		{titer}	titer	5	MICRO	Chlamydophila psittaci IgG Ab [Titer] in Serum	C psittaci IgG Titr Ser	1	Both		20,9483
1232	VIR	20			Leptospira DNA	LEPTO_DNA-TST	JAH		JAH	JAH	XXX-Leptospira DNA	Leptospira DNA	Leptospira DNA	N/P					726	JAH	5310	35491-0	Leptospira sp DNA	PrThr	Pt	XXX	Ord	Probe.amp.tar				MICRO	Leptospira sp DNA [Presence] in Unspecified specimen by NAA with probe detection	Leptospira DNA XXX Ql NAA+probe	1	Both		15,5918
950	VIR	20			Leptospira IgM	LEPTO_IGM-TST	JAH		JAH	JAH	S,P-Leptospira IgM	Leptospira IgM	Leptospira-vastane IgM seerumis/plasmas	N/Pp/P					728	JAH	621	23201-7	Leptospira sp Ab.IgM	ACnc	Pt	Ser	Ord	EIA				MICRO	Leptospira sp IgM Ab [Presence] in Serum by Immunoassay	Leptospira IgM Ser Ql EIA	1	Both		
951	VIR	20			Leptospira IgG	LEPTO_IGG-TST	JAH		JAH	JAH	S,P-Leptospira IgG	Leptospira IgG	Leptospira-vastane IgG seerumis/plasmas	N/Pp/P					729	JAH	622	23199-3	Leptospira sp Ab.IgG	ACnc	Pt	Ser	Ord	EIA				MICRO	Leptospira sp IgG Ab [Presence] in Serum by Immunoassay	Leptospira IgG Ser Ql EIA	1	Both		
1136	VIR	20			Nematoodide IgG (Anisakis, Ascaris, Filaria, Strongyloides, Toxocara, Trichinella) (immunoblot)	NEMAT_IGG-TST	JAH		JAH	JAH	S-Nematodes IgG screen	Nematoodide (Anisakis, Ascaris, Filaria, Strongyloides, Toxocara, Trichinella) IgG sõeluuring	Nematoodide (Anisakis, Ascaris, Filaria, Strongyloides, Toxocara, Trichinella) vastane IgG seerumis (sõeluuring)	N/Pp/P					732	JAH	5024	A-5024																
2362	VIR	20			Ascaris IgG QN	ASCARIS_IGG-TST	JAH		JAH	JAH	S,P-Ascaris IgG QN	Ascaris IgG QN	Ascarise vastase IgG hulk seerumis/plasmas	QN	kU/L	kU/L			733	JAH	6974	44437-2	Ascaris sp Ab.IgG	ACnc	Pt	Ser	Qn		[arb'U]/mL			MICRO	Ascaris sp IgG Ab [Units/volume] in Serum	Ascaris IgG Ser-aCnc	1	Both		
2115	VIR	20			Anisakise IgG	ANISAKIS_IGG-TST	JAH		JAH	JAH	S,P-Anisakis IgG	Anisakise IgG	Anisakise vastane IgG seerumis/plasmas	N/P					734	JAH	6441	A-5532																
1321	VIR	20			Toxocara canis IgM (immunoblot)	T_CANIS_IGM_IB-TST	JAH		JAH	JAH	S,P-T canis IgM IB	Toxocara canis IgM (immunoblot)	Toxocara canis vastane IgM seerumis/plasmas (immunoblot)	N/Pp/P					736	JAH	5370	24030-9	Toxocara canis Ab.IgM	PrThr	Pt	Ser	Ord					MICRO	Toxocara canis IgM Ab [Presence] in Serum	T canis IgM Ser Ql	1	Both		
952	VIR	20			Toxocara canis IgG QN	T_CANIS_IGG-TST	JAH		JAH	JAH	S,P-T canis IgG QN	Toxocara canis IgG QN	Toxocara canis vastase IgG hulk seerumis/plasmas	QN	kU/L	kU/L			738	JAH	4354	22575-5	Toxocara canis Ab.IgG	ACnc	Pt	Ser	Qn					MICRO	Toxocara canis IgG Ab [Units/volume] in Serum	T canis IgG Ser-aCnc	1	Both		17,1873
1320	VIR	20			Toxocara canis IgG (immunoblot)	T_CANIS_IGG_IB-TST	JAH		JAH	JAH	S,P-T canis IgG IB	Toxocara canis IgG (immunoblot)	Toxocara canis vastane IgG seerumis/plasmas (immunoblot)	N/Pp/P					739	JAH	5369	24029-1	Toxocara canis Ab.IgG	PrThr	Pt	Ser	Ord					MICRO	Toxocara canis IgG Ab [Presence] in Serum	T canis IgG Ser Ql	1	Both		
953	VIR	20			Toxoplasma gondii DNA	T_GONDII_DNA-TST	JAH		JAH	JAH	XXX-T gondii DNA	Toxoplasma gondii DNA	Toxoplasma gondii DNA	N/P					740	JAH	2510	29904-0	Toxoplasma gondii DNA	ACnc	Pt	XXX	Ord	Probe.amp.tar				MICRO	Toxoplasma gondii DNA [Presence] in Unspecified specimen by Probe & target amplification method	T gondii DNA XXX Ql PCR	1	Both		27,144
954	VIR	20			Toxoplasma gondii IgA	T_GONDII_IGA-TST	JAH		JAH	JAH	S,P-T gondii IgA	Toxoplasma gondii IgA	Toxoplasma gondii vastane IgA seerumis/plasmas	N/Pp/P					741	JAH	695	33459-9	Toxoplasma gondii Ab.IgA	ACnc	Pt	Ser	Ord					MICRO	Toxoplasma gondii IgA Ab [Presence] in Serum	T gondii IgA Ser Ql	1	Both		
1226	VIR	20			Toxoplasma gondii IgA tiiter	T_GONDII_IGA_ISAGA-TST	JAH		JAH	JAH	S,P-T gondii IgA titr	Toxoplasma gondii IgA tiiter	Toxoplasma gondii vastase IgA tiiter seerumis/plasmas	SemiQN					742	JAH	5306	60428-0	Toxoplasma gondii Ab.IgA	Titr	Pt	Ser	SemiQn		{titer}	titer		MICRO	Toxoplasma gondii IgA Ab [Titer] in Serum	T gondii IgA Titr Ser	1	Both		22,9954
955	VIR	20			Toxoplasma gondii IgM	T_GONDII_IGM-TST	JAH		JAH	EI	S,P-T gondii IgM	Toxoplasma gondii IgM	Toxoplasma gondii vastane IgM seerumis/plasmas	N/Pp/P					743	JAH	696	25542-2	Toxoplasma gondii Ab.IgM	ACnc	Pt	Ser	Ord				32	MICRO	Toxoplasma gondii IgM Ab [Presence] in Serum	T gondii IgM Ser Ql	1	Both		16,1464
956	VIR	20	Last sooviva naise nakkushaiguste pakett	MOTHER_TO_BE_INF-X-PNL	Toxoplasma gondii IgG QN	T_GONDII_IGG-TST	JAH		JAH	EI	S,P-T gondii IgG QN	Toxoplasma gondii IgG QN	Toxoplasma gondii vastase IgG hulk seerumis/plasmas	QN	kU/L	kU/L			745	JAH	698	5388-4	Toxoplasma gondii Ab.IgG	ACnc	Pt	Ser	Qn	EIA			0,00%	MICRO	Toxoplasma gondii IgG Ab [Units/volume] in Serum by Immunoassay	T gondii IgG Ser EIA-aCnc	1	Both		
1338	VIR	20			Toxoplasma gondii IgG aviidsus	T_GONDII_IGG_AVD-TST	JAH		JAH	JAH	S,P-T gondii IgG avd	Toxoplasma gondii IgG aviidsus	Toxoplasma gondii vastase IgG aviidsus seerumis/plasmas	Tekst					746	JAH	1986	56991-3	Toxoplasma gondii Ab.IgG avidity	ACnc	Pt	Ser	Ord	EIA				MICRO	Toxoplasma gondii IgG Ab avidity [Presence] in Serum by Immunoassay	T gondii IgG Avidity Ser Ql EIA	1	Both		
957	VIR	20			Trichinella spiralis IgM (immunoblot)	T_SPIRALIS_IGM_IB-TST	JAH		JAH	JAH	S,P-T spiralis IgM IB	Trichinella spiralis IgM (immunoblot)	Trichinella spiralis vastane IgM seerumis/plasmas (immunoblot)	N/Pp/P					747	JAH	4335	13923-8	Trichinella spiralis Ab.IgM	ACnc	Pt	Ser	Ord	EIA				MICRO	Trichinella spiralis IgM Ab [Presence] in Serum by Immunoassay	T spiralis IgM Ser Ql EIA	1	Both		13,8009
958	VIR	20			Trichinella spiralis IgG (immunoblot)	T_SPIRALIS_IGG_IB-TST	JAH		JAH	JAH	S,P-T spiralis IgG IB	Trichinella spiralis IgG (immunoblot)	Trichinella spiralis vastane IgG seerumis/plasmas (immunoblot)	N/Pp/P					749	JAH	4334	8043-2	Trichinella spiralis Ab.IgG	ACnc	Pt	Ser	Ord				2	MICRO	Trichinella spiralis IgG Ab [Presence] in Serum	T spiralis IgG Ser Ql	1	Both		13,8009
2365	VIR	20			Trichinella IgG QN	TRICH_IGG-TST	JAH		JAH	JAH	S,P-Trichinella IgG QN	Trichinella IgG QN	Trichinella vastase IgG hulk seerumis/plasmas	QN	kU/L	kU/L			750	JAH	7007	32723-9	Trichinella sp Ab.IgG	ACnc	Pt	Ser	Qn	IA	[arb'U]/mL			MICRO	Trichinella sp IgG Ab [Units/volume] in Serum by Immunoassay	Trichinella IgG Ser IA-aCnc	1	Both		
960	VIR	20			Francisella tularensis IgM	F_TULARENSIS_IGM-TST	JAH		JAH	JAH	S,P-F tularensis IgM	Francisella tularensis IgM	Francisella tularensis IgM seerumis/plasmas	N/Pp/P					753	JAH	3763	7890-7	Francisella tularensis Ab.IgM	ACnc	Pt	Ser	Ord					MICRO	Francisella tularensis IgM Ab [Presence] in Serum	F tular IgM Ser Ql	1	Both		
961	VIR	20			Francisella tularensis IgG	F_TULARENSIS_IGG-TST	JAH		JAH	JAH	S,P-F tularensis IgG	Francisella tularensis IgG	Francisella tularensis IgG seerumis/plasmas	N/Pp/P					754	JAH	3764	7889-9	Francisella tularensis Ab.IgG	ACnc	Pt	Ser	Ord					MICRO	Francisella tularensis IgG Ab [Presence] in Serum	F tular IgG Ser Ql	1	Both		
2785	VIR	20	Soolebakterite DNA paneel	GE_BACT_DNA-X-PNL	Clostridioides difficile toksiin A,B DNA	CDIFF_AB_DNA-X-PNL	JAH		JAH	EI	XXX-C difficile tox A,B DNA	Clostridioides difficile toksiin A,B DNA	Clostridioides difficile toksiin A,B DNA  täpsustamata materjalis	N/P					758	JAH	7863	A-5725																
1197	VIR	20			Clostridium difficile DNA (toksiin B geen) roojas	ST-C_DIFF-PCR	EI	2024-05-13	JAH	EI	St-C difficile tox B DNA	Clostridioides difficile toksiin B DNA roojas	Clostridioides difficile toksiin B DNA roojas	N/P					760	JAH	3465	74822-8	Clostridium difficile toxin B	Pr	Pt	Stool	Ord	Probe.amp.tar				MICRO	Clostridium difficile toxin B [Presence] in Stool by Probe and target amplification method	C dif Tox B Stl Ql PCR	1	Both		
962	VIR	20			Clostridioides difficile toksiinid A, B roojas (ribaanalüüs)	CDIFF_AB_TXN-TST	JAH		JAH	EI	St-C difficile tox A, B strip	Clostridioides difficile toksiinid A, B roojas (ribaanalüüs)	Clostridioides difficile toksiinid A ja B roojas (ribaanalüüs)	N/P					765	JAH	1495	34713-8	Clostridium difficile toxin A+B	ACnc	Pt	Stool	Ord				0,03%	MICRO	Clostridium difficile toxin A+B [Presence] in Stool	C dif Tox A+B Stl Ql	1	Both		
2507	VIR	20			Sooleparasiitide DNA paneel roojas	GE_PARA_DNA-X-PNL	JAH		JAH	EI	St-EntericParasite DNA panel	Sooleparasiitide DNA paneel roojas	Sooleparasiitide DNA roojas (paneel)	Paneel		" "			772	EI/Paneel	5000	L-5000																
1433	VIR	20			Cryptosporidium parvum Ag roojas	ST-CrypAg-MB	EI	2020-07-31	EI	EI	St-C parvum Ag	Cryptosporidium parvum Ag roojas	Cryptosporidium parvum antigeen roojas	N/P					774	JAH	1504	41487-0	Cryptosporidium parvum Ag	ACnc	Pt	Stool	Ord	EIA			0,00%	MICRO	Cryptosporidium parvum Ag [Presence] in Stool by Immunoassay	C parvum Ag Stl Ql EIA	1	Both		
2503	VIR	20	Sooleparasiitide DNA paneel roojas	GE_PARA_DNA-X-PNL	Cryptosporidium spp.DNA roojas	CR_DNA-TST	JAH		EI	EI	St-Cryptosporidium spp.DNA	Cryptosporidium spp.DNA roojas	Cryptosporidium spp.DNA roojas	N/P					775	JAH	5916	88928-7	Cryptosporidium sp DNA	PrThr	Pt	Stool	Ord	Probe.amp.tar				MICRO	Cryptosporidium sp DNA [Presence] in Stool by NAA with probe detection	Cryptosp DNA Stl Ql NAA+probe	1	Both		
2505	VIR	20	Sooleparasiitide DNA paneel roojas	GE_PARA_DNA-X-PNL	Cyclospora cayetanensis DNA roojas	CC_DNA-TST	JAH		EI	EI	St-C cayetanensis DNA	Cyclospora cayetanensis DNA roojas	Cyclospora cayetanensis DNA roojas	N/P					776	JAH	5517	41436-7	Cyclospora cayetanensis DNA	PrThr	Pt	XXX	Ord	Probe.amp.tar				MICRO	Cyclospora cayetanensis DNA [Presence] in Unspecified specimen by Probe and target amplification method	C cayetanensis DNA XXX Ql PCR	1	Both		
2504	VIR	20	Sooleparasiitide DNA paneel roojas	GE_PARA_DNA-X-PNL	Giardia lamblia DNA roojas	GL_DNA-TST	JAH		EI	EI	St-G lamblia DNA	Giardia lamblia DNA roojas	Giardia lamblia DNA roojas	N/P					777	JAH	5001	80683-6	Giardia lamblia 18S rRNA	PrThr	Pt	Stool	Ord	Probe.amp.tar				MICRO	Giardia lamblia 18S rRNA [Presence] in Stool by Probe and target amplification method	G lamblia 18S rRNA Stl Ql PCR	1	Both		21,0628
963	VIR	20			Giardia lamblia Ag roojas	ST-ST-GL-MB-Panel	EI	2020-07-31	EI	EI	St-G lamblia Ag	Giardia lamblia Ag roojas	Giardia lamblia antigeen roojas	N/P					778	JAH	1503	31830-3	Giardia lamblia Ag	ACnc	Pt	Stool	Ord					MICRO	Giardia lamblia Ag [Presence] in Stool	G lamblia Ag Stl Ql	1	Both		
964	VIR	20			Echinococcus DNA	ECHINOC_DNA-TST	JAH		JAH	JAH	XXX-Echinococcus DNA	Echinococcus DNA	Echinococcus DNA	N/P					779	JAH	4321	A-4321																
965	VIR	20			Echinococcus Ab tiiter	ECHINOC_AB-TST	JAH		JAH	JAH	S,P-Echinococcus Ab titr	Echinococcus Ab tiiter	Echinococcus-vastaste antikehade tiiter seerumis/plasmas	SemiQN					780	JAH	3571	26008-3	Echinococcus sp Ab	Titr	Pt	Ser	SemiQn	HA	{titer}	titer	1	MICRO	Echinococcus sp Ab [Titer] in Serum by Hemagglutination	Echinococcus Ab Titr Ser HA	1	Both		13,2379
967	VIR	20			Echinococcus multilocularis IgG	E_MULTILOC_IGG-TST	JAH		JAH	JAH	S,P-E multilocularis IgG interpret	Echinococcus multilocularis IgG (tõlgendus)	Echinococcus multilocularis vastane IgG seerumis/plasmas (tõlgendus)	Tekst					782	JAH	4320	A-4320																
968	VIR	20			Echinococcus multilocularis IgG (immunoblot)	E_MULTILOC_IGG_IB-TST	JAH		JAH	JAH	S,P-E multilocularis IgG IB	Echinococcus multilocularis IgG (immunoblot)	Echinococcus multilocularis vastane IgG (immunoblot)	N/Pp/P					783	JAH	4585	A-4585																
1345	VIR	20			Echinococcus granulosus IgG	E_GRANUL_IGG-TST	JAH		JAH	JAH	S,P-E granulosus IgG	Echinococcus granulosus IgG	Echinococcus granulosus vastane IgG seerumis/plasmas	N/Pp/P					784	JAH	5386	47308-2	Echinococcus granulosus Ab.IgG	ACnc	Pt	Ser	Qn	IA	{Index_val}	Index		MICRO	Echinococcus granulosus IgG Ab [Units/volume] in Serum by Immunoassay	E granulosus IgG Ser IA-aCnc	1	Both		
969	VIR	20			Echinococcus granulosus IgG (immunoblot)	E_GRANUL_IGG_IB-TST	JAH		JAH	JAH	S,P-E granulosus IgG IB	Echinococcus granulosus IgG (immunoblot)	Echinococcus granulosus vastane IgG seerumis/plasmas (immunoblot)	N/Pp/P					785	JAH	4584	21252-2	Echinococcus granulosus Ab.IgG	PrThr	Pt	Ser	Ord	IB			1	MICRO	Echinococcus granulosus IgG Ab [Presence] in Serum by Immunoblot (IB)	E granulosus IgG Ser Ql IB	1	Both		28,5782
970	VIR	20			Fasciola hepatica Ab	F_HEPATICA_AB-TST	JAH		JAH	JAH	S,P-F hepatica Ab	Fasciola hepatica Ab	Fasciola hepatica vastased antikehad seerumis/plasmas	N/Pp/P					786	JAH	4323	56923-6	Fasciola hepatica Ab	ACnc	Pt	Ser	Ord	EIA				MICRO	Fasciola hepatica Ab [Presence] in Serum by Immunoassay	F hepatica Ab Ser Ql EIA	1	Both		16,0052
971	VIR	20			Strongyloides IgG	S-STRO_IGG-MT	EI	2022-11-30	JAH	JAH	S,P-Strongyloides IgG	Strongyloides IgG	Strongyloides-vastane IgG seerumis/plasmas	N/Pp/P					787	JAH	4327	80660-4	Strongyloides sp Ab.IgG	PrThr	Pt	Ser	Ord	IA				MICRO	Strongyloides sp IgG Ab [Presence] in Serum by Immunoassay	Strongyloides IgG Ser Ql IA	1	Both		16,7696
2363	VIR	20			Strongyloides IgG	S-STRONGY_IGG-MT	EI	2025-04-28	JAH	JAH	S,P-Strongyloides IgG QN	Strongyloides IgG QN	Strongyloides vastase IgG hulk seerumis/plasmas	QN	kU/L	U/mL			788	JAH	6975	34376-4	Strongyloides sp Ab.IgG	ACnc	Pt	Ser	Qn	IA	[arb'U]/mL			MICRO	Strongyloides sp IgG Ab [Units/volume] in Serum by Immunoassay	Strongyloides IgG Ser IA-aCnc	1	Both		
973	VIR	20			Strongyloides stercoralis IgG (immunoblot)	STRONG_IGG_IB-TST	JAH		JAH	JAH	S,P-S stercoralis IgG IB	Strongyloides stercoralis IgG (immunoblot)	Strongyloides stercoralis IgG seerumis/plasmas (immunoblot)	N/Pp/P					789	JAH	4759	A-4759																
972	VIR	20	Sooleparasiitide DNA paneel roojas	GE_PARA_DNA-X-PNL	Entamoeba histolytica DNA	E_HISTOLYTICA_DNA-TST	JAH		JAH	JAH	XXX-E histolytica DNA	Entamoeba histolytica DNA	Entamoeba histolytica DNA	N/P					790	JAH	4319	6396-6	Entamoeba histolytica DNA	ACnc	Pt	XXX	Ord	Probe.amp.tar				MICRO	Entamoeba histolytica DNA [Presence] in Unspecified specimen by Probe and target amplification method	E histolyt DNA XXX Ql PCR	1	Both		17,2087
974	VIR	20			Entamoeba histolytica IgG tiiter	E_HISTOLYTICA_IGG-TST	JAH		JAH	JAH	S,P-E histolytica IgG titr	Entamoeba histolytica IgG tiiter	Entamoeba histolytica vastase IgG tiiter seerumis/plasmas	SemiQN					792	JAH	4318	22286-9	Entamoeba histolytica Ab	Titr	Pt	Ser	SemiQn		{titer}	titer	1	MICRO	Entamoeba histolytica Ab [Titer] in Serum	E histolyt Ab Titr Ser	1	Both		13,1383
975	VIR	20			Candida DNA paneel	MUU-CASPP-PCR-LUMPanel	EI	2025-05-14	EI	EI	XXX-Candida DNA panel	Candida DNA paneel	Candida DNA (paneel)	Paneel					794	JAH	4375	L-4375																
976	VIR	20	Bakteriaalse vaginoosi ja vaginiidi tekitajate DNA paneel	BV_VGND_DNA-X-PNL	Candida DNA	CA_O_DNA_BV-TST	JAH		EI	EI	XXX-Candida DNA	Candida DNA	Candida DNA	N/P					795	JAH	3807	91081-0	Candida sp DNA	PrThr	Pt	XXX	Ord	Probe.amp.tar				MICRO	Candida sp DNA [Presence] in Specimen by NAA with probe detection	Candida DNA Spec Ql NAA+probe	1	Both		
977	VIR	20	Bakteriaalse vaginoosi ja vaginiidi tekitajate DNA paneel; Nahaseente DNA paneel	BV_VGND_DNA-X-PNL; DERMA_DNA-X-PNL	Candida albicans DNA	CA_A_DNA-TST	JAH		EI	EI	XXX-C albicans DNA	Candida albicans DNA	Candida albicans DNA	N/P					799	JAH	1567	76580-0	Candida albicans its gene	PrThr	Pt	XXX.swab	Ord	Probe.amp.tar				MICRO	Candida albicans its gene [Presence] in Swab specimen by NAA with probe detection	C albicans its Swab Ql NAA+probe	1	Observation		
978	VIR	20			Candida albicans IgA	S-CANDIDA_IGA-MT	EI	2024-10-18	JAH	JAH	S,P-C albicans IgA	Candida albicans IgA	Candida albicans vastane IgA seerumis/plasmas	N/Pp/P					801	JAH	3803	A-3803																
