Year,Month,Area,Article,Author,Score,Sex,Notes,Funding,Clinical vs Biomedical,NIH
1999,February,N/A,13C nuclear magnetic resonance study of glycogen resynthesis in muscle after glycogen-depleting exercise in healthy men receiving an infusion of lipid emulsion.,Delmas-Beauvieux et al.,1,Male,"Score of 1 awarded, as only male subjects were used. No justification for the exclusion of women was provided. ","CNRS, the Conseil Regional d'Aquitaine, the Delegation de la Recherche Clinique da Centre Hospitalier Universitaire de Bordeaux, the Victor Segalen Bordeaux 2 University, Nutrition Aquitaine, and the Fondation de France",Clinical,No
1999,February,N/A,High-fat meals reduce 24-h circulating leptin concentrations in women.,Havel et al.,1,Female,"Score of 1 awarded, as only women were used as subjects. No rationale for the exlcusion of men was given; experiment involved 19 individual women. Did state in the discussion that women have higher leptin levels than men, but did not state explicitly if this was why men were excluded from their study (the same section of the discussion also discusses a similar study involving both men and women, indicating that inclusion of men could have been possible).","Juvenile Diabetes Foundation, NIH",Clinical,Yes
1999,February,N/A,Plasma leptin and insulin levels in weight-reduced obese women with normal body mass index: relationships with body composition and insulin.,Guven et al.,1,Female,"Score of 1 awarded, as only premenopausal female subjects were used and no justification was provided for male exclusion. All subjects were recruited from the TOPS (take off pounds sensibly) club.",NIH,Clinical,Yes
1999,February,N/A,Rapid impairment of skeletal muscle glucose transport/phosphorylation by free fatty acids in humans.,Roden et al.,1,Male,"Score of 1 awarded, as only male particpants were included. No justification for female exclusion was provided. ","Austrian National Bank, Austrian Science Foundation, 1996 Joseph Skoda Award of the Austrian Society for Internal Medicine",Clinical,No
1999,February,N/A,Effect of intensive diabetes treatment on carotid artery wall thickness in the epidemiology of diabetes interventions and complications. Epidemiology of Diabetes Interventions and Complications (EDIC) Research Group., EDIC Research Group,6,N/A,"Score of 6 awarded, as study involved both male and female participants and all results were reported/analyzed seperatlely by sex. Experiments used sex-matched controls, and results were stratified by sex. Multivariate analyses (linear regression models) were  performed seperately for male and female data.  ",NIH,Clinical,Yes
1999,February,N/A,Effect of Acute Ketosis on the Endothelial Function of Type 1 Diabetic Patients; the Role of Nitric Oxide,Avogaro et al.,3,N/A,"Score of 3 awarded, as both men and women were included in the study. However, no data/ results have displayed or analyzed by sex. ",N/A,Clinical,N/A
1999,February,N/A,"Mutational analysis of the coding regions of the genes encoding protein kinase B-alpha and -beta, phosphoinositide-dependent protein kinase-1, phosphatase targeting to glycogen, protein phosphatase inhibitor-1, and glycogenin: lessons from a search for genetic variability of the insulin-stimulated glycogen synthesis pathway of skeletal muscle in NIDDM patients.",Hansen et al.,3,N/A,"Score of 3 awarded, as both men and women were involved as subjects. Experiments used sex-matched controls. No data/ results have been presented or analyzed by sex.","University of Copenhagen, The Danish Health Research Council, the Ve l u x Foundation, the Danish Diabetes Association, EEC",Clinical,No
1999,February,N/A,Diabetic Nephropathy Is Not Associated With the Dinucleotide Repeat Polymorphism Upstream of the Aldose Reductase (ALR2) Gene But With Erythrocyte Aldose Reductase Content in Japanese Subjects With Type 2 Diabetes,Maeda et al.,3,N/A,"Score of 3 awarded, as both male and female data was used; however, no data has been analyzed by sex. ",N/A,Clinical,N/A
1999,February,N/A,Mutation in the HNF-4 Gene Affects Insulin Secretion and Triglyceride Metabolism,Lehto et al.,3,N/A,"Score of 3 awarded, as data from both male and female subjects was included. No data was analyzed by sex. It should be noted that this study looked at a single family, including 6 mutation carriers (2 male, 4 female) and six non-diabetic relatives (2 male, 4 female). ","Sigrid Juselius Foundation, Swedish Medical Research Council, Medical Faculty of Lund University, Albert Påhlssons Foundation, Swedish Society for Medical Research, Finnish Diabetes Research Foundation and the Finnish Medical Society",Clinical,No
1999,March,N/A,Autoantibody appearance and risk for development of childhood diabetes in offspring of parents with type 1 diabetes: the 2-year analysis of the German BABYDIAB Study.,Ziegler et al.,3,N/A,"Score of 3 awarded as no sex specific data has been shown. This paper does make note that ""For antibody distributions at 9 months and 2 years, the point of inflexion for individual antibodies was remarkably similar between children from mothers with diabetes and those from fathers with diabetes and between boys and girls (data not shown). This suggests that the signals obtained in the antibody assays are not affected by age over the range 9 months to 2 years or by sex of offspring or proband."" This would indicate that some sort of sex based analysis did take place. However, because no details have been provided (no mention of the statistical test used to determine the lack of sex influence on islet autoantibodies, no reference to numerical results for either/both sexes, etc) this paper could not be scored above a 3. ","Bundesministerium für Forschung, Bildung und Technologie",Clinical,No
1999,March,N/A,Auto- and alloimmune reactivity to human islet allografts transplanted into type 1 diabetic patients.,Roep et al.,3,N/A,"Score of 3 awarded as both male and female patients were involved in the study (2 female 5 male). However, results were not discussed or analyzed by sex. Some results were notably attributed to specific patients (such as minor immunoreactivity occuring in patients VW, VC, and VM), and while it is possible to look and see the sex of the patients displaying different outcomes, potential trends based on sex were not addressed and no statistical tests were used to see if sex differences existed for any of the results.","Juvenile Diabetes Foundation International, the Royal Academy of Arts and Sciences in the Netherlands, the J.A. Cohen Institute (IRS), the Child Health and Wellbeing Fund, the European Union, the Vlaamse Gemeenschap, the Belgian Ministry of Science, and the Belgian Fonds Wetenschappelijk Onderzoek",Clinical,No
1999,March,N/A,Central nervous system effects of intranasally administered insulin during euglycemia in men,Kern et al.,1,Male,Score of 1 awarded as only male volunteers were involved in the study. No justification for female exclusion is provided.,N/A,Clinical,N/A
1999,March,N/A,Resistance to insulin's acute direct hepatic effect in suppressing steady-state glucose production in individuals with type 2 diabetes,Lewis et al.,3,N/A,"Score of 3 awarded as both men and women were involved in the study (6 men, 3 women). However, no results were analyzed or presented by sex.","Canadian Diabetes Association, Juvenile Diabetes Foundation, Medical Research Council of Canada",Clinical,No
1999,March,N/A,Effects of Fatty Acids and Ketone Bodies on Basal Insulin Secretion in Type 2 Diabetes,Boden et al.,3,N/A,"Score of 3 awarded as both male and female subjects were included in the study. However, no results were analyzed or reported by sex.",NIH,Clinical,Yes
1999,March,N/A,"Paraoxonase 192 Gln/Arg gene polymorphism, coronary artery disease, and myocardial infarction in type 2 diabetes",Pfohl et al.,3,N/A,"Score of 3 awarded as both male and female data was used. While the paper states that sex was considered an independent variable during data analysis, multivariate analysis was used to correct data for the influence of sex. This prevented researchers from being able to find or discuss potential sex differences, hence the score of 3.",N/A,Clinical,N/A
1999,March,N/A,The Quantitative Trait Locus on Chromosome 2 for Serum Leptin Levels Is Confirmed in A f r i c a n - A m e r i c a n s,Rotimi et al.,4,N/A,"Score of 4 awarded as both men and women were included and data were reported by sex in a table. However, sex differences/ similarities were not statistically analyzed (results are listed by sex, but there is no evidence that these results were compared by sex). The only results discussed in the context of sex in the text of the paper was that the serum leptin level from the Mexican-American men was about twice that of the African-American men (no reference to the women of either ethic group was made), and no statistical value/p-value is given to confirm statistical significance of this difference.",NIH,Clinical,Yes
1999,April,N/A,Insulin acutely regulates the expression of the peroxisome proliferator-activated receptor-gamma in human adipocytes,Rieusset et al.,4,N/A,"Score of 4 awarded as tissue samples were obtained from both men and women. Researchers found no difference in association between BMI and total PPAR-y in adipose tissue when they analyzed data seperately by sex (p-values were provided for each sex specific analysis). Other data was not reported or analyzed by sex (including total PPAR-y in skeletal tissue, insulin action/ insulin effect on PPAR-y mRNA expression in vitro, or insulin action in vivo). ","La Fondation de France, the INSERM program PROGRES, and ALFEDIAM-Novo Nordisk",Clinical,No
1999,April,N/A,Glucose entrainment of high-frequency plasma insulin oscillations in control and type 2 diabetic subjects,Mao et al.,3,N/A,"Score of 3 awarded as both male and female subjects were included. However, results were not analyzed by sex.","NIH, Endocrine Fellows Association",Clinical,Yes
1999,April,N/A,Inhibition of LDL oxidation in vitro but not ex vivo by troglitazone,Crawford et al.,0,N/A,Score of 0 awarded as sex is not specified for any experiment. In vitro studies used plasma obtained from individuals of unspecified sex. Ex vivo studies also failed to specify sex in the list of patient characteristics.,"Whittier Institute Grant, NIH",Clinical,Yes
1999,April,N/A,Gluconeogenesis in very low birth weight infants receiving total parenteral nutrition,Sunehag et al.,3,N/A,Score of 3 awarded as both male and female infants were included in the study. No results have been analyzed by sex.,"U.S. Department of Agriculture Cooperative Agreement and the General Clinical Research Center, National Center for Research Resources, NIH",Clinical,Yes
1999,April,N/A,Marked resistance of the ability of insulin to decrease arterial stiffness characterizes human obesity,Westerbacka et al.,1,Male,"Score of 1 awarded as only male subjects were used, and no justification was provided for female exclusion. ","Sigrid Juselius Foundation, the Academy of Finland",Clinical,No
1999,April,N/A,Effect of insulin on fat metabolism during and after normal pregnancy,Sivan et al.,2,Female,"Score of 2 awarded as only female subjects were included; this is justified, however, as the purpose of the study was to determine the effects of hyperinsulinema on free fatty acid turnover during and after pregnancy.",NIH,Clinical,Yes
1999,April,N/A,Effects of weight loss on regional fat distribution and insulin sensitivity in obesity,Goodpaster et al.,6,N/A,"Score of 6 awarded as both men and women were included in the study, and results have been reported and analyzed by sex. Sex differences are explicitly noted in the text of the article, along with associated p-values to back up statistically significant results.",NIH,Clinical,Yes
1999,April,N/A,Multiple metabolic defects during late pregnancy in women at high risk for type 2 diabetes,Xiang et al.,2,Female,"Score of 2 awarded as only female subjects were included. This was justified, however, as the purpose of the study was to investigate consequences of genstational diabetes on the mothers health.","NIH, Medical Research Service of the Department of Veterans Affairs",Clinical,Yes
1999,April,N/A,Is diabetic nephropathy inherited? Studies of glomerular structure in type 1 diabetic sibling pairs,Fioretto et al.,3,N/A,"Score of 3 awarded as as both male and female subjects were involved in the study. However, no sex-based analysis was performed. It is stated that controls were sex-matched with the diabetic cohort, and that sex distribution in experimental groups was 'similar'. ","National Center for Clinical Research Resources, NIH, Juvenile Diabetes Foundation International",Clinical,Yes
1999,April,N/A,Glucocorticoids and insulin promote plasminogen activator inhibitor 1 production by human adipose tissue,Morange et al.,1,Female,Score of 1 awarded as only female patients were included in the study. No justification for male exclusion has been provided.,"Institut National de la Santé et de la Recherche Médicale (INSERM), from the Foundation pour la Recherche Médicale, and from the Ministère de l’Education Nationale, de l’Enseignement Supérieur et de l’Insertion Professionnelle",Clinical,No
1999,April,N/A,Effect of glycemia on mortality in Pima Indians with type 2 diabetes,Sievers et al.,4,N/A,"Score of 4 awarded as both men and women were involved in the study. Some results are reported by sex in tables; however, sex was controlled for in much of the data analysis (by sex adjustment), preventing researchers from performing sex-based analyses for all results. Some sex differences were reported (such as that men were more likely than women to die of cardiovascular or other natural causes of death unrelated to diabetes), however the majority of data has been sex-adjusted.",N/A,Clinical,N/A
1999,April,N/A,Familial clustering of diabetic nephropathy in Brazilian type 2 diabetic patients,Canani et al.,3,N/A,"Score of 3 awarded as both male and female participants were included. However, no results were analyzed or reported by sex. Experimental groups were reported to be of similar sex composition.",Programa de Apoio a Núcleos de Excelência and the Hospital de Clínicas de Porto Alegre,Clinical,No
1999,April,N/A,Intermediate expansions of a GAA repeat in the frataxin gene are not associated with type 2 diabetes or altered glucose-induced beta-cell function in Danish Caucasians,Dalgaard et al.,3,N/A,Score of 3 awarded as both male and female data was included but analysis was not performed adequetely by sex. Multiple regression analyses were performed to control for the influence of sex. Paper explicitly states that sex was treated as a dependant variable (along with age and BMI) in their linear regression model.,"University of Copenhagen, the Velux Foundation, the Danish Diabetes Association, the Danish Medical Research Council, and the European Economic Community",Clinical,No
1999,April,N/A,Expression of naturally occurring variants in the muscle glycogen synthase gene,Orho-Melander et al.,3,N/A,"Score of 3 awarded as both male and female data was included. However, analysis of results was not done by sex. Two female patients have been singled out within the paper as being the sole carriers of two different variants/ mutations.","Sigrid Juselius Foundation, Albert Påhlssons Foundation, Swedish Medical Research Council,  Medical Faculty of Lund University, Malmö University Hospital, Ernhold Lundströms Foundation, Ernhold Lundströms Foundation, Novo Nordic Foundation, European Economical Community, Juvenile Diabetes Foundation International, Danish Health Research Council, Ministry of Education in Japan",Clinical,No
1999,April,N/A,Allelic Drop-Out in Exon 2 of the Hepatocyte Nuclear Factor- 1 Gene Hinders the I d e n t i fication of Mutations in Three Families With Maturity-Onset Diabetes of the Yo u n g,Ellard et al.,0,N/A,Score of 0 awarded as the sexes of the individuals/ families involved is not specified.,"British Diabetic Association, the Medical Research Council, the Royal Devon & Exeter NHS Healthcare Trust, the University of Exeter, and the Diabetes Research and Education Centre Trust",Clinical,No
1999,April,N/A,Altered beta-cell characteristics in impaired glucose tolerant carriers of a GAA trinucleotide repeat polymorphism in the frataxin gene,Hart et al.,3,N/A,Score of 3 awarded as both sexes were included but no results have been reported by sex. Analysis of covariance found that the associations obersevered were independent of sex.,Diabetes Fonds Nederland and the European Economic Committee,Clinical,No
1999,May,N/A,Role of the human kidney in glucose counterregulation.,Meyer et al.,3,Both,Used 9 men and 10 women. Data presented is not sex segregated.,Division of Research Resources–GCRC Grant and the National Institute of Diabetes and Digestive and Kidney Diseases.,Clinical,Yes
1999,May,N/A,Insulin action on muscle protein kinetics and amino acid transport during recovery after resistance exercise.,Biolo et al.,1,Male,5 males were used. No explanation as to why female subjects were not used.,National Institutes of Health (DK-38010) and Shriners Hospitals for Children (8490).,Clinical,Yes
1999,May,N/A,Splanchnic and leg substrate exchange after ingestion of a natural mixed meal in humans.,Capaldo et al.,1,Male,11 male human subjects used. No reason provided as to why females were not included.,n/a,Clinical,N/a
1999,May,N/A,Endogenous glucose production and glucose effectiveness in type 2 diabetic subjects derived from stable-labeled minimal model approach.,Nagaska et al.,3,Both,Studied total of 11 nonobese (BMI <25) type 2 diabetic patients 4 males and 7 females. Control subjects 3 males and 5 females. The data presented is not sex segregated.,"Ministry of Education, Science and Culture of Japan, and Jichi Medical School Young Investigator Award.",Clinical,No
1999,May,N/A,Plasma and interstitial glucose dynamics after intravenous glucose injection: evaluation of the single-compartment glucose distribution assumption in the minimal models.,Regittnig et al.,3,Both,"Six subjects with type 1 diabetes, 3 men and 3 women. No sex segregated figures provided.",Jubiläumsfond der Österreichischen National Bank and the Government of Styria.,Clinical,No
1999,May,N/A,Hepatic insulin resistance and defects in substrate utilization in cystic fibrosis.,Hardin et al.,3,Both,Studied 29 Cystic Fibrosis CF and 18 control subjects of both sexes. No sex segregated data provided.,NIH and a grant from the National Cystic Fibrosis Foundation.,Clinical,No
1999,May,N/A,Tumor necrosis factor system activity is associated with insulin resistance and dyslipidemia in myotonic dystrophy.,Fernández-Real et al.,4,Both,Studied control and Myotonic dystrophy (MyD) males and females. Table 1 provides sex segregated data. There was some analysis done by sex and numerical data provided. Figures were not sex segregated.,Comision Asesora de Investigacion Cientifica y Tecnica SAF,Clinical,No
1999,May,N/A,Activation of the tissue factor pathway of blood coagulation during prolonged hyperglycemia in young healthy men.,Rao et al.,1,Male,"14 healthy human males volunteers. Nine men placed in hyperglycemia group, and five men in hyperinsulinemia group. NO reason given as to why female volunteers were not included.","National Institutes of Health Grants R01-AG-07988 (G.B.), R01-AA-10221 (G.B.), K07- HL02658 (A.K.R.), and RR-00349 (General Clinical Research Center branch of the National Center for Research R e s o u r c e s ) .",Clinical,Yes
1999,May,N/A,Acute exercise induces GLUT4 translocation in skeletal muscle of normal human subjects and subjects with type 2 diabetes.,Kennedy et al.,3,Both,Used male and female human subjects of Type 2 diabetes background and control healthy subjects. No sex segregated data presented.,National Institutes of Health and Boehringer Mannheim Corporation.,Clinical,Yes
1999,June,N/A,Effects of aggressive cholesterol lowering and low-dose anticoagulation on clinical and angiographic outcomes in patients with diabetes: the Post Coronary Artery Bypass Graft Trial.,Hoogwerf et al.,3,Both,A score of 3 was given as both sexes of humans were included to observe the effects after CABG trial of aggressive cholesterol lowering and low-dose anticoagulation in control and diabetic patients. Data was not sex segregated.,"National Heart, Lung, and Blood Institute, National Institutes of Health and Merck.",Clinical,Yes
1999,June,N/A,"Endothelium-dependent vasodilatation, plasma markers of endothelial function, and adrenergic vasoconstrictor responses in type 1 diabetes under near-normoglycemic conditions.",Huvers et al.,3,Both,A score of 3 was given as both male and female humans control and a group with Type 1 diabetes was followed. No sex segregated data presented.,Diabetes Fonds Nederland,Clinical,No
1999,June,N/A,Protein kinase C activity is acutely regulated by plasma glucose concentration in human monocytes in vivo.,Ceolotto et al.,0,n/a,A score of 0 was given as sex was unspecified. No sex segregated data provided.,Regione Veneto,Clinical,No
1999,July,N/A,"Hypoglycemia per se stimulates sympathetic neural as well as adrenomedullary activity, but, unlike the adrenomedullary response, the forearm sympathetic neural response is not reduced after recent hypoglycemia.",Paramore et al.,3,Both,A score of 3 was given as this study used 7 human males and 3 females. The data was not presented in a sex segregated manner.,U.S. Public Health Service,Clinical,No
1999,August,N/A,Regional postprandial fatty acid metabolism in different obesity phenotypes.,Guo et al.,1,Female,A score of 1 was given as the study only used women. In the discussion similar studies done with males were discussed however no justification present for excluding male subjects.,"Minnesota Obesity Center, U.S. Public Health Service and by the Mayo Foundation.",Clinical,No
1999,August,N/A,Plasma phospholipid transfer protein activity is lowered by 24-h insulin and acipimox administration: blunted response to insulin in type 2 diabetic patients.,Riemens et al.,1,Male,A score of 1 was given as only male case an control human subjects were followed.,Dutch Diabetes Foundation,Clinical,No
1999,Sept,N/A,Normoglycemia and preserved insulin secretory reserve in diabetic patients 10-18 years after pancreas transplantation,Robertson et al,3,,A score of 3 was given because both sexes of human subjects were included.,National Institutes of Health 39994 and by patient travel Pacific Northwest Research Institute,Clinical,Yes
1999,Sept,N/A,"24 Caucasian subjects. Sex not mentioned anywhere, not even in Table 1. Patient characteristics. Subjects are not from a previous study either. (checked on two separate occasions.)",Hermans et al,0,,A score of 0 was given because sex was unspecified for human subjects.,Royal Society and Oxford District Health Services Research Committees,Clinical,No
1999,Sept,N/A,Altered Hypothalamic function in response to glucose ingestion in obese humans,Matsuda et al,3,,"A score of 3 was given because both sexes of human subjects were included, though no sex-segregated data was given.",South Texas Health Research Center,Clinical,No
1999,Sept,N/A,Impaired glucose transport and insulin receptor tyrosine phosphorylation in skeletal muscle from obese women with gestational diabetes,Friedman et al,2,Female,A score of 2 was given because only female human subjects were included and was justified (gestational diabetes was being studies).,National Institutes of Health and General Clinical Research Center Grant,Clinical,Yes
1999,Sept,N/A,Nitric oxide synthase inhibition reduces leg glucose uptake but not blood flow during dynamic exercise in humans,Bradley et al,1,Male,A score of 1 was given because only male human subjects were included.,"National Health and Medical Research Council of Australia, and by a Monash University Faculty Research Initiatives Fund",Clinical,No
1999,Sept,N/A,Overnight lowering of free fatty acids with acipimox improves insulin resistance and glucose tolerance on obese diabetic and nondiabetic subjects,Ana et al,3,,"A score of 3 was given because both sexes of human subjects were included, though no sex-segregated data was given.",National Institutes of Health (General Clinical Research Center branch of the National Center for Research Resources),Clinical,Yes
1999,Sept,N/A,Microvascular and macrovascular reactivity is reduced in subjects at risk for type 2 diabetes,Caballero et al,4,,"A score of 4 was given because both sexes of mice were used, and some but less than half of data is sex-segregated. Analysis by sex is performed",American Diabetes Association,Clinical,No
1999,Sept,N/A,"Variants of the insulin receptor substrate-1 and fatty acid binding protein 2 genes and the risk of type 2 diabetes, obesity, and hyperinsulinemia in African-Americans: The atherosclerosis risk in communities study",Lei et al,3,,"A score of 3 was given because both sexes of human subjects were included, but no sex-segregated data was given.","American Diabetes Association, National Heart, Lung, and Blood Institute, National Institutes of Health",Clinical,Yes
1999,Sept,N/A,A polymorphism (K121Q) of the human glycomprotein PC-1 gene coding region is strongly associated with insulin resistance,Pizzuti et al,3,,"A score of 3 was given because both sexes of human subjects were included, though no sex-segregated data was provided.",Italian Department of Public Health and the American Diabetes Association,Clinical,No
1999,Sept,N/A,Genetic and physiologic analysis of the role of uncoupling protein 3 in human energy homeostasis,Chung et al,3,,"A score of 3 was given because both sexes of human subjects were included and no sex-segregated data was given, although only females were used in some experiments (would warrant score 1 by itself). Data was sex-adjusted (in linkage analysis).","National Institutes of Health, Telethon-Italy (C.B.) FIS-Beca Ampliacion de Estudios-Spain (A.L.A.), and the Nutrition Research Foundation",Clinical,Yes
1999,October,N/A,No effect of insulin on glucose blood-brain barrier transport and cerebral metabolism in humans,Hasselbalch et al,3,,"A score of 3 was given because both sexes of control human subjects were included, although 13 diabetic subjects were of unmentioned sex.",N/A,Clinical,No
1999,October,N/A,Insulin resistance during puberty: Results from clamp studies in 357 children,Moran et al,6,,A score of 6 was given because both sexes of human subjects were included and more than half of data was sex-segregated. (Fig 1 (x=stage of puberty) is sex adjusted but Fig 2 shows the same data sex segregated. Fig 5 (x=BMI) is sex adjusted but Fig 4 shows much the same comparison (x=bmi) sex-segregated.),"National Institutes of Health, General Clinical Research Center",Clinical,Yes
1999,November,N/A,Lack of association between duration of breast-feeding or introduction of cow's milk and development of islet autoimmunity,Couper et al,3,,A score of 3 was given because both sexes of human subjects were included.,N/A,Clinical,No
1999,November,N/A,Heterophile anti-mouse immunoglobulin antibodies may Interfere with cytokine measurements in patients with HLA alleles protective for type 1A diabetes,Redondo et al,0,,A score of 0 was given because sex was unspecified for human subjects from which blood samples were taken.,"National Institutes of Health, American Diabetes Association, Children's Diabetes Foundation",Clinical,Yes
1999,November,N/A,Disruption of circadian insulin secretion is associated with reduced glucose uptake in first-degree relatives of patients with type2 diabetes,Boden et al,3,,A score of 3 was given because both sexes of human subjects were included.,"National Institutes of Health, ADA, General Clinical Research Center branch of the National Center of Research Resources",Clinical,Yes
1999,November,N/A,Metabolic characteristics of individuals with impaired fasting glucose and/or impaired glucose tolerance,Weyer et al,3,,A score of 3 was given because both sexes of human subjects were included and no sex-segregated data was provided.,N/A,Clinical,No
1999,November,N/A,Phenotypic characteristics associated with insulin resistance in metabolically obeses but normal-weight young women,Dvorak et al,2,Female,"A score of 2 was given because only female human subjects were included and was justified (hypothesis ""has not been systematically tested in young women"").","University of Vermont, fellowship from American Heart Association, Department of Defense",Clinical,No
1999,December,N/A,Autoantibodies to CD38 (ADP-ribosyl cyclase/cyclic ADP-ribose hydrolase) in Caucasian patients with diabetes: Effects on insulin release from human islets,Pupilli et al,4,,A score of 4 was given because both sexes of human subjects were included and some results were sex-segregated and analyzed by sex.,Italian Ministry of University and Scientific Research,Clinical,No
1999,December,N/A,Circulating antibodies against an exocrine pancreatic enzyme in type 1 diabetes,Panicot et al,3,,A score of 3 was given because both sexes of human subjects were included but sex-segregated data was not provided.,N/A,Clinical,No
1999,December,N/A,A comparison of troglitazone and metformin on insulin requirements in euglycemic intensively insulin-treated type 2 diabetic patients,Yu et al,3,,A score of 3 was given because both sexes of human subjects were included but sex-segregated data was not provided.,"National Institutes of Health, General Clinical Research Center Grant, Parke-Davis (Warner Lambert), Whittier Intitute and the Medical Service, Department of Veterans Affairs, Veterans Admnistration Medical Center, San Diego, California",Clinical,Yes
1999,December,N/A,"Insulin resistance syndrome in 8-year-old Indian children: Small at birth, big at 8 years, or both?",Bavdekar et al,5,,A score of 5 was given because both sexes of human subjects were included some but less than half of data was sex-segregated.,"Wellcome Trust London, Medical Research Council (U.K.)",Clinical,No
1999,December,N/A,Antepartum predictors of the development of type 2 diabetes in Latino women 11-26 months after pregnancies complicated by gestational diabetes,Buchanan et al,2,Female,A score of 2 was given because only female human subjects were included and justified (gestational diabetes studied).,"National Institute of Diabetes and Digestive and Kidney Diseases, National Institutes of Health, General Clinical Research Center Branch of the National Center for Research Resources, National Institutes of Health; Medical Research Service fo the Department of Veterans Affairs",Clinical,Yes
1999,December,N/A,"Amadori albumin in type 1 diabetic patients: Correlation with markers of endothelial function, association with diabetic nephropathy, and localization in retinal capillaries",Schalkwijk et al,3,,"A score of 3 was given because data was sex-adjusted, although there was no mention of the sex of human subjects within the paper (only through reference to previous papers).","Dutch Kidney Foundation, Diabetes Fonds Netherland, Praeventiefonds, and a University Stimulating Fund grant of the Vrije Universiteit, Amsterdam",Clinical,No
2009,January,Complications,Vessel Shrinkage as a Sign of Atherosclerosis Progression in Type 2 Diabetes,Jiménez-Quevedo et al,3,,Both men and women involved. The majority (77.8%) were male. No data analyzed or presented by sex,N/A,Clinical,N/A
2009,April,Complications,C-Reactive Protein and 5-Year Survival in Type 2 Diabetes; The Casale Monferrato Study,Bruno et al.,4,N/A,stratified mortality analysis by sex and reported sexes separately for that analysis,"Piedmont Region, University of Turin",Clinical,No
2009,April,Complications,Location of Arterial Stiffening Differs in Those With Impaired Fasting Glucose Versus Diabetes; Implications for Left Ventricular Hypertrophy From the Multi-Ethnic Study of Atherosclerosis,Rerkpattanapipat et al.,3,N/A,"Score of 3 awarded, as both male and female data was included; however, data was not analyzed adequetely by sex. All models used were adjusted for sex. Found that there was no significant sex differences in the outcomes, after testing for interactions between sex and measures of vascular stiffness by glucose group (paper provided p-value).",NIH,Clinical,Yes
2009,May,Complications,Medium-Chain Fatty Acids Improve Cognitive Function in Intensively Treated Type 1 Diabetic Patients and Support In Vitro Synaptic Transmission During Acute Hypoglycemia,Page et al.,3,Both,"11 individuals, 5 men and 6 women, with type 1 diabetes. Adult Sprague-Dawley rats (29 male, 13 female) used. No discussion of sex and no sex segregated data.","Juvenile Diabetes Research Foundation Center for the Study of Hypoglycemia, the Yale Center of Clinical Investigation, the National Center for Research Resources, and National Institutes of Health.",Clinical,Yes
2009,July,Complications,Elevated Triglycerides Correlate With Progression of Diabetic Neuropathy,Wiggin et al.,3,Both,Used data from human male and female subjects. Figures were not sex segregated or sex adjusted. Sex was discussed as possibly affecting other variables.,"National Institutes of Health, Juvenile Diabetes Research Foundation (JDRF) Center for the Study of Complications in Diabetes, the American Diabetes Association, the Thomas Foundation, Sigma Tau, and the A. Alfred Taubman Medical Research Institute and the Program for Neurology Research and Discovery.",Clinical,Yes
2009,July,Complications,The Presence and Severity of Chronic Kidney Disease Predicts All-Cause Mortality in Type 1 Diabetes,Groop et al.,3,Both,"Studied over 4000 adults with type 1 diabetes. Males are specified in the table however no female data is provided. The paper stated that "" Excess mortality associated with type 1 diabetes was more pronounced among women"" however it is not clear if they collected the data or it was from another publication. There is no sex segregated data presented or any further discussion of sex.","Folkhälsan Research Foundation, Wilhelm and Else Stockmann Foundation, Sigrid Juselius Foundation, European Commission, Medicinska Understödsföreningen Liv och Hälsa, Signe and Ane Gyllenberg Foundation, Waldemar von Frenckell Foundation, EVO governmental grants, and the National Institutes of Health.",Clinical,Yes
2009,July,Complications,Serum Uric Acid as a Predictor for Development of Diabetic Nephropathy in Type 1 Diabetes,Horvind et al.,3,Both,277 patients of both sexes followed from onset of type 1 diabetes for this study. No sex segregated data or discussion of variables affected by sex.,"Danish Diabetes Association, the Paul and Erna Sehested Hansen Foundation, the Aase and Ejnar Danielsen Foundation, and the Per S. Henriksen Foundation.",Clinical,No
2009,August,Complications,Adult Stature and Diabetes Complications in Patients With Type 1 Diabetes,Wadén et al.,3,Both,"Studied 3,968 adult patients with type 1 diabetes from the Finnish Diabetic Nephropathy (FinnDiane) Study and 1,246 adult patients from the Diabetes Control and Complications Trial (DCCT). Some data was sex adjusted. In the article it is stated that ""A potential association between adult stature and diabetic nephropathy was proposed by Rossing et al. (11), who reported that patients with type 1 diabetes and diabetic nephropathy were shorter than those without nephropathy. However, the finding was confined only to male patients,"" possibly a sex difference however it was disproven in a another study.","Folkhälsan Research Foundation, Samfundet Folkhälsan, the Wilhelm and Else Stockmann Foundation, the Sigrid Juselius Foundation, the Waldemar von Frenckell Foundation, the Liv och Hälsa Foundation, the Perklén Foundation, the Finnish Medical Society (Finska Läkaresällskapet), and the European Commission.",Clinical,No
2009,Sept,Complications,Effects of Differing Antecedent Increases of Plasma Cortisol on Counterregulatory Responses During Subsequent Exercise in Type 1 Diabetes,Bao et al,3,,"A score of 3 was given because both sexes of human subjects were included, but had no sex-segregated data or analysis. (Equal numbers of men and women with Type 1 diabetes)","National Institutes of Health, Diabetes Research and Training Grant (DK20593), and General Clinical Research Center Grant (RR00095).",Clinical,Yes
2009,October,Complications,Functional Brain Connectivity and Neurocognitive Functioning in Patients With Long-Standing Type 1 Diabetes With and Without Microvascular Complications,van Duinkerken et al,3,,A score of 3 was given because both sexes of human subjects were included. Data was sex-adjusted.,Dutch Diabetes Research Foundation,Clinical,No
